narr86,nfarr86,nparr86,pcnv,avgsen,tottime,ptime86,qemp86,inc86,durat,black,hispan,born60,pcnvsq,pt86sq,inc86sq,arr86
0,0,0,.25,0,0,0,3,72.199997,0,0,0,0,.0625,0,5212.8394,0
0,0,0,1,0,0,0,2,36.099998,1,0,1,0,1,0,1303.2098,0
0,0,0,0,0,0,0,2,39,1,0,0,0,0,0,1521,0
1,1,0,.28999999,0,0,0,1,.80000001,1,1,0,0,.084099993,0,.64000005,1
1,0,0,.33000001,0,0,0,4,72.099998,0,0,0,1,.10890001,0,5198.4097,1
0,0,0,.33000001,0,0,0,3,58.200001,3,0,0,0,.10890001,0,3387.24,0
0,0,0,0,0,0,0,4,160.3,0,1,0,0,0,0,25696.092,0
1,1,1,.33000001,0,0,5,0,0,5,0,0,0,.10890001,25,0,1
0,0,0,.5,0,0,0,0,0,1,0,0,0,.25,0,0,0
0,0,0,0,0,0,0,4,114,0,0,0,1,0,0,12996,0
0,0,0,.5,0,0,0,3,58.5,22,0,1,0,.25,0,3422.25,0
1,1,1,.5,0,0,0,4,45.400002,0,0,0,0,.25,0,2061.1602,1
0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0
0,0,0,.5,0,0,0,3,37.400002,0,0,1,0,.25,0,1398.7601,0
0,0,0,.5,0,0,0,4,125.7,0,0,1,0,.25,0,15800.489,0
0,0,0,.33000001,0,0,0,2,17.9,0,0,0,0,.10890001,0,320.40997,0
0,0,0,.56,0,0,0,0,0,5,0,0,0,.3136,0,0,0
0,0,0,.14,0,0,0,3,54.5,0,0,1,0,.0196,0,2970.25,0
1,1,1,.67000002,0,0,0,0,0,22,0,0,1,.44890001,0,0,1
0,0,0,0,11.1,11.1,0,1,.40000001,2,0,0,0,0,0,.16000001,0
0,0,0,.5,0,0,0,2,15.5,1,1,0,1,.25,0,240.25,0
0,0,0,1,0,0,0,4,189.3,0,0,0,0,1,0,35834.492,0
0,0,0,.33000001,0,0,0,1,3.0999999,0,0,0,0,.10890001,0,9.6099997,0
2,1,0,.40000001,0,0,7,1,.2,0,0,1,0,.16000001,49,.040000003,1
0,0,0,1,0,0,0,0,0,3,0,1,0,1,0,0,0
2,0,0,.27000001,0,0,0,3,29.1,0,0,0,0,.072900005,0,846.81,1
9,6,8,.5,0,0,0,1,2.2,0,1,0,0,.25,0,4.8400002,1
0,0,0,0,0,0,0,4,219.39999,0,0,0,0,0,0,48136.355,0
0,0,0,0,0,0,0,4,112.8,0,0,1,0,0,0,12723.841,0
0,0,0,0,0,0,0,4,172.2,0,0,0,1,0,0,29652.84,0
1,1,1,1,0,0,0,4,119.3,0,0,0,1,1,0,14232.491,1
0,0,0,1,0,0,0,3,13.1,0,0,0,0,1,0,171.61002,0
0,0,0,.5,11.6,23.200001,0,0,0,2,1,0,0,.25,0,0,0
1,1,1,1,0,0,0,4,48.5,0,0,0,1,1,0,2352.25,1
0,0,0,0,0,0,0,3,37.400002,0,0,0,0,0,0,1398.7601,0
0,0,0,.67000002,0,0,0,2,9.1999998,0,0,0,1,.44890001,0,84.639999,0
0,0,0,.33000001,0,0,0,4,24.700001,0,0,1,1,.10890001,0,610.09003,0
0,0,0,1,0,0,0,4,109.9,0,0,0,0,1,0,12078.011,0
5,3,4,.44999999,0,0,1,0,0,1,1,0,1,.20249999,1,0,1
3,0,1,.40000001,0,0,0,4,110.5,0,0,1,0,.16000001,0,12210.25,1
0,0,0,0,0,0,0,4,29.1,0,0,0,0,0,0,846.81,0
1,1,1,.5,0,0,0,2,2.7,1,0,1,0,.25,0,7.2900004,1
0,0,0,1,0,0,0,4,412.89999,0,0,0,1,1,0,170486.41,0
0,0,0,0,0,0,0,3,53.5,0,0,0,1,0,0,2862.25,0
0,0,0,0,0,0,0,3,156.5,0,0,0,1,0,0,24492.25,0
2,1,1,.5,0,0,0,3,29.700001,1,1,0,0,.25,0,882.09003,1
1,0,0,.5,0,0,2,0,0,8,0,1,1,.25,4,0,1
0,0,0,1,0,0,0,0,0,8,0,0,1,1,0,0,0
0,0,0,0,0,0,0,4,119.1,0,0,0,1,0,0,14184.81,0
1,0,1,.5,0,0,0,3,2.9000001,0,0,0,1,.25,0,8.4100008,1
0,0,0,.38,0,0,0,0,0,2,0,0,0,.1444,0,0,0
0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0
1,1,1,.67000002,23.5,23.5,0,3,11.2,4.6999998,0,0,0,.44890001,0,125.43999,1
0,0,0,.43000001,6.0999999,12.2,0,0,0,3,0,0,0,.1849,0,0,0
1,1,0,.40000001,0,0,0,0,0,2,0,1,1,.16000001,0,0,1
1,1,0,.40000001,0,0,0,0,0,2,0,1,0,.16000001,0,0,1
1,1,0,1,0,0,0,1,1,11,0,1,0,1,0,1,1
0,0,0,.40000001,0,0,0,3,22.6,0,0,1,0,.16000001,0,510.76001,0
0,0,0,.5,0,0,0,4,135.7,0,0,0,1,.25,0,18414.488,0
1,0,0,1,0,0,0,4,54.700001,0,0,1,1,1,0,2992.0901,1
0,0,0,.56999999,0,0,0,3,21.200001,1,0,0,0,.3249,0,449.44003,0
0,0,0,0,0,0,0,2,64.099998,15,0,1,0,0,0,4108.8096,0
2,2,1,.28999999,0,0,0,1,2.5999999,0,0,0,1,.084099993,0,6.7599993,1
0,0,0,.33000001,12.2,12.2,0,4,81.699997,0,0,0,0,.10890001,0,6674.8896,0
0,0,0,.5,0,0,0,3,29.299999,0,0,1,1,.25,0,858.48993,0
0,0,0,0,0,0,0,3,70.5,0,0,0,0,0,0,4970.25,0
0,0,0,.33000001,0,0,0,4,192.39999,0,0,1,0,.10890001,0,37017.758,0
0,0,0,0,0,0,0,2,22,1,1,0,0,0,0,484,0
0,0,0,.5,0,0,0,4,105.8,0,0,0,1,.25,0,11193.641,0
0,0,0,.67000002,0,0,0,3,37,1,0,1,1,.44890001,0,1369,0
0,0,0,.31999999,7.1999998,7.1999998,4,0,0,4.5,0,0,0,.1024,16,0,0
1,0,0,.67000002,8.6000004,8.6000004,3,1,10.8,1,1,0,0,.44890001,9,116.64001,1
0,0,0,0,30.4,30.4,0,0,0,9.3999996,1,0,0,0,0,0,0
0,0,0,.5,0,0,0,0,0,3,0,1,0,.25,0,0,0
0,0,0,1,0,0,0,1,9.8999996,2,0,0,0,1,0,98.009995,0
0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1,1,0,0,0,0,0,4,124.5,0,0,1,0,0,0,15500.25,1
0,0,0,1,0,0,0,3,139.89999,0,0,1,0,1,0,19572.008,0
0,0,0,.28999999,0,0,0,1,3.7,0,1,0,0,.084099993,0,13.690001,0
1,1,1,.40000001,0,0,3,0,0,9,0,0,0,.16000001,9,0,1
0,0,0,.23,0,0,12,0,0,0,0,1,0,.052900001,144,0,0
0,0,0,.5,0,0,0,4,119.3,0,0,0,1,.25,0,14232.491,0
1,1,0,.60000002,0,0,6,2,8.8999996,0,1,0,1,.36000001,36,79.209991,1
0,0,0,0,0,0,0,2,95.5,2,0,0,0,0,0,9120.25,0
0,0,0,1,0,0,0,4,55.799999,0,0,1,0,1,0,3113.6399,0
0,0,0,0,0,0,0,2,17.6,0,0,0,1,0,0,309.76001,0
0,0,0,1,0,0,0,2,15,14,1,0,1,1,0,225,0
0,0,0,.5,0,0,0,3,35.599998,0,0,0,0,.25,0,1267.3599,0
0,0,0,.5,0,0,0,0,0,4,0,1,1,.25,0,0,0
2,1,0,.28999999,0,0,0,1,1.1,6,0,0,0,.084099993,0,1.21,1
0,0,0,1,0,0,0,4,96.099998,0,0,0,0,1,0,9235.21,0
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
0,0,0,0,0,0,0,4,70.599998,0,0,0,0,0,0,4984.3599,0
0,0,0,.5,0,0,0,4,161.3,0,0,0,0,.25,0,26017.691,0
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0,0,0,.5,0,0,0,3,65.900002,7,0,1,1,.25,0,4342.8101,0
0,0,0,.5,0,0,0,0,0,3,0,0,1,.25,0,0,0
0,0,0,.67000002,0,0,0,4,27.299999,0,0,0,0,.44890001,0,745.28998,0
0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0
0,0,0,1,0,0,0,4,93.900002,0,0,0,0,1,0,8817.21,0
0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
0,0,0,1,0,0,0,2,23.200001,0,0,1,0,1,0,538.24005,0
0,0,0,1,0,0,0,1,13,25,0,0,0,1,0,169,0
0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
0,0,0,0,0,0,0,4,55.599998,0,0,1,0,0,0,3091.3599,0
0,0,0,.5,0,0,0,0,0,9,0,1,0,.25,0,0,0
0,0,0,0,0,0,0,2,33.700001,0,0,0,1,0,0,1135.6901,0
0,0,0,.60000002,0,0,0,3,8.1000004,3,0,1,0,.36000001,0,65.610008,0
0,0,0,.33000001,0,0,0,3,30.6,0,0,0,0,.10890001,0,936.36005,0
0,0,0,0,0,0,0,3,26.6,0,0,1,0,0,0,707.56,0
0,0,0,0,0,0,0,4,154.3,0,0,0,0,0,0,23808.49,0
1,1,0,.5,0,0,0,0,0,12,0,0,0,.25,0,0,1
1,1,0,.5,0,0,0,0,0,1,0,0,0,.25,0,0,1
0,0,0,0,0,0,0,2,127.5,0,0,1,1,0,0,16256.25,0
0,0,0,.25,0,0,0,0,0,5,0,0,0,.0625,0,0,0
1,0,0,.33000001,0,0,0,0,0,2,1,0,0,.10890001,0,0,1
1,1,1,.5,0,0,0,1,.40000001,0,0,1,0,.25,0,.16000001,1
0,0,0,0,0,0,0,4,79.800003,0,0,1,0,0,0,6368.0405,0
0,0,0,.75,0,0,0,1,6.4000001,2,1,0,0,.5625,0,40.960003,0
0,0,0,0,0,0,0,2,16.4,2,0,0,0,0,0,268.95999,0
0,0,0,.67000002,0,0,12,0,0,0,0,0,1,.44890001,144,0,0
2,0,0,0,0,0,0,2,50.299999,0,0,0,0,0,0,2530.0898,1
1,1,1,.44,0,0,0,0,0,3,0,0,0,.1936,0,0,1
0,0,0,.28999999,0,0,0,3,36.700001,0,1,0,0,.084099993,0,1346.89,0
0,0,0,1,0,0,0,3,31.799999,0,0,1,0,1,0,1011.2399,0
1,1,0,0,0,0,0,3,26,0,0,0,0,0,0,676,1
0,0,0,0,0,0,0,1,4.6999998,0,1,0,0,0,0,22.089998,0
0,0,0,.5,0,0,0,1,1.8,19,0,1,0,.25,0,3.2399998,0
1,1,1,.2,0,0,0,1,2.0999999,0,0,1,1,.040000003,0,4.4099994,1
0,0,0,0,0,0,0,2,72.800003,6,0,0,1,0,0,5299.8403,0
0,0,0,.80000001,8.1999998,8.1999998,0,2,18.799999,6.0999999,0,0,1,.64000005,0,353.43997,0
0,0,0,1,0,0,0,0,0,9,0,0,0,1,0,0,0
0,0,0,1,.80000001,.80000001,0,3,22.1,0,1,0,0,1,0,488.41,0
6,5,4,.25,0,0,0,0,0,5,1,0,0,.0625,0,0,1
0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
0,0,0,0,0,0,0,4,126.4,0,0,0,1,0,0,15976.96,0
0,0,0,.5,0,0,0,4,180.2,0,0,0,0,.25,0,32472.039,0
0,0,0,0,0,0,0,3,31.9,0,0,0,0,0,0,1017.61,0
0,0,0,1,0,0,0,1,.40000001,1,0,0,1,1,0,.16000001,0
0,0,0,.33000001,0,0,0,4,126.8,0,0,1,1,.10890001,0,16078.241,0
0,0,0,.75,0,0,0,0,0,18,0,0,0,.5625,0,0,0
0,0,0,1,0,0,0,2,114.3,0,0,1,0,1,0,13064.49,0
0,0,0,.69999999,11.9,11.9,0,4,90.300003,0,0,0,0,.48999998,0,8154.0903,0
1,1,0,0,24.6,24.6,0,0,0,9,1,0,0,0,0,0,1
0,0,0,.5,0,0,0,2,20.799999,0,0,0,1,.25,0,432.63995,0
0,0,0,.5,0,0,0,4,150.5,0,0,0,0,.25,0,22650.25,0
0,0,0,0,0,0,0,4,98.099998,0,0,0,0,0,0,9623.6094,0
0,0,0,0,0,0,0,3,84.5,0,0,0,0,0,0,7140.25,0
0,0,0,0,0,0,0,4,71.400002,0,1,0,0,0,0,5097.9604,0
0,0,0,1,0,0,0,0,0,5,0,0,0,1,0,0,0
0,0,0,0,0,0,0,3,70.400002,1,0,0,0,0,0,4956.1602,0
0,0,0,0,0,0,0,4,277.39999,0,0,0,1,0,0,76950.758,0
0,0,0,0,0,0,0,2,7.5999999,0,1,0,1,0,0,57.759998,0
0,0,0,0,0,0,0,4,65,0,0,0,0,0,0,4225,0
0,0,0,0,0,0,0,4,138.3,0,0,0,0,0,0,19126.891,0
0,0,0,.18000001,0,0,0,1,1.5,3,0,0,0,.032400001,0,2.25,0
0,0,0,.2,0,0,0,3,38.799999,2,0,0,0,.040000003,0,1505.4399,0
0,0,0,.33000001,0,0,0,1,32.299999,1,0,0,0,.10890001,0,1043.2899,0
0,0,0,0,0,0,0,4,79.199997,0,0,0,0,0,0,6272.6396,0
0,0,0,.40000001,0,0,0,4,91,0,0,0,0,.16000001,0,8281,0
0,0,0,0,0,0,0,4,175.60001,0,0,0,1,0,0,30835.361,0
2,0,0,.38,0,0,0,0,0,1,0,1,0,.1444,0,0,1
0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,8.8999996,5,0,0,0,0,0,79.209991,0
0,0,0,.5,2.3,2.3,0,2,7.5999999,0,0,1,0,.25,0,57.759998,0
0,0,0,.40000001,0,0,0,2,13.3,23,0,0,0,.16000001,0,176.89,0
0,0,0,1,0,0,0,4,82.599998,0,0,0,0,1,0,6822.7598,0
0,0,0,0,0,0,0,4,171.89999,0,0,0,0,0,0,29549.607,0
0,0,0,1,0,0,0,3,15.8,1,0,0,0,1,0,249.64,0
0,0,0,0,0,0,0,4,115.5,0,0,0,0,0,0,13340.25,0
0,0,0,.5,0,0,0,4,46,0,0,0,0,.25,0,2116,0
0,0,0,0,0,0,0,2,12.1,1,0,0,0,0,0,146.41,0
0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
0,0,0,0,0,0,0,3,17.200001,0,0,0,0,0,0,295.84003,0
0,0,0,.25,31.299999,31.299999,0,0,0,1,0,1,0,.0625,0,0,0
0,0,0,0,0,0,0,4,107.4,0,0,0,0,0,0,11534.761,0
0,0,0,.5,0,0,0,1,.1,4,0,1,0,.25,0,.010000001,0
0,0,0,.73000002,0,0,0,0,0,1,0,0,0,.53290004,0,0,0
1,0,0,.33000001,0,0,0,3,34.400002,0,0,1,0,.10890001,0,1183.3601,1
0,0,0,0,0,0,0,4,24.200001,0,0,0,0,0,0,585.64001,0
1,1,0,0,0,0,0,2,9.6000004,0,0,0,0,0,0,92.160004,1
0,0,0,0,0,0,0,4,43.200001,0,0,0,0,0,0,1866.2401,0
0,0,0,.33000001,0,0,0,3,7.9000001,0,0,0,0,.10890001,0,62.41,0
0,0,0,0,0,0,0,4,103.2,0,1,0,0,0,0,10650.239,0
0,0,0,1,0,0,0,4,59.5,0,0,0,0,1,0,3540.25,0
0,0,0,0,0,0,0,4,328.79999,0,0,0,0,0,0,108109.43,0
0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0
0,0,0,0,0,0,0,2,9.8000002,0,0,0,0,0,0,96.040001,0
10,3,2,.17,0,0,0,0,0,1,1,0,1,.028900001,0,0,1
0,0,0,.38,0,0,0,0,0,8,0,0,0,.1444,0,0,0
0,0,0,0,0,0,0,4,44.700001,0,0,0,0,0,0,1998.0901,0
1,1,0,.44999999,0,0,5,0,0,15,0,1,0,.20249999,25,0,1
0,0,0,0,0,0,0,3,28.700001,0,0,0,0,0,0,823.69006,0
1,1,1,.80000001,0,0,0,1,10.2,1,0,0,0,.64000005,0,104.03999,1
0,0,0,.33000001,0,0,0,3,31.4,0,0,0,0,.10890001,0,985.95996,0
0,0,0,1,0,0,0,4,36.900002,0,0,0,0,1,0,1361.6101,0
0,0,0,.56,0,0,12,0,0,0,0,1,0,.3136,144,0,0
0,0,0,0,0,0,0,4,208.2,0,0,0,1,0,0,43347.238,0
0,0,0,.5,0,0,0,4,99.5,0,0,0,0,.25,0,9900.25,0
0,0,0,.5,0,0,0,3,77.599998,0,0,1,0,.25,0,6021.7598,0
0,0,0,.67000002,0,0,0,4,183.10001,0,0,0,0,.44890001,0,33525.613,0
0,0,0,0,0,0,0,4,229,0,0,0,0,0,0,52441,0
0,0,0,.33000001,10.5,10.5,0,4,186.3,0,0,0,0,.10890001,0,34707.691,0
0,0,0,.2,0,0,0,3,32.700001,1,0,1,0,.040000003,0,1069.29,0
0,0,0,.33000001,16.6,16.6,0,0,0,3.8,1,0,0,.10890001,0,0,0
0,0,0,.60000002,35.400002,35.400002,12,0,0,0,1,0,0,.36000001,144,0,0
0,0,0,.33000001,0,0,0,3,19.6,0,0,0,0,.10890001,0,384.16,0
3,2,0,.33000001,0,0,0,2,40.700001,1,0,0,0,.10890001,0,1656.4901,1
0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3,0,0,1,0,0,0,2,3.4000001,0,0,0,0,1,0,11.56,1
1,0,0,.33000001,0,0,0,2,85.300003,1,0,0,0,.10890001,0,7276.0903,1
0,0,0,.33000001,0,0,0,0,0,10,0,0,0,.10890001,0,0,0
3,2,2,.60000002,0,0,0,0,0,4,1,0,0,.36000001,0,0,1
0,0,0,1,0,0,0,3,51,0,0,0,0,1,0,2601,0
0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
0,0,0,0,0,0,0,4,161,0,0,0,0,0,0,25921,0
0,0,0,0,0,0,0,3,104.8,12,0,0,1,0,0,10983.041,0
0,0,0,.5,0,0,12,0,0,0,0,1,1,.25,144,0,0
2,1,1,0,0,0,0,2,14.4,1,0,1,0,0,0,207.35999,1
0,0,0,.5,0,0,0,4,166.2,0,0,0,0,.25,0,27622.439,0
1,1,0,0,0,0,0,4,68.599998,0,0,0,0,0,0,4705.96,1
0,0,0,.60000002,0,0,0,0,0,7,0,0,0,.36000001,0,0,0
1,0,1,1,0,0,6,0,0,24,0,0,1,1,36,0,1
0,0,0,1,24.4,24.4,0,2,8.6999998,0,1,0,0,1,0,75.689995,0
1,1,0,.5,0,0,0,0,0,12,0,0,0,.25,0,0,1
0,0,0,0,0,0,0,3,44.200001,0,0,0,1,0,0,1953.64,0
0,0,0,.33000001,0,0,0,3,124,0,0,0,0,.10890001,0,15376,0
0,0,0,1,0,0,0,2,6.5999999,1,0,0,0,1,0,43.559998,0
0,0,0,.67000002,0,0,0,4,55.900002,0,0,0,0,.44890001,0,3124.8101,0
0,0,0,1,0,0,0,0,0,7,1,0,0,1,0,0,0
0,0,0,1,0,0,0,3,45.900002,0,0,0,0,1,0,2106.8101,0
0,0,0,0,0,0,0,4,168.3,0,0,1,1,0,0,28324.891,0
0,0,0,0,0,0,0,4,225.10001,0,0,0,1,0,0,50670.012,0
0,0,0,.5,.89999998,.89999998,0,4,72.5,0,0,1,0,.25,0,5256.25,0
1,1,1,.33000001,0,0,0,1,1.7,18,1,0,0,.10890001,0,2.8900001,1
1,0,0,0,0,0,0,2,34.400002,0,0,0,0,0,0,1183.3601,1
1,0,0,1,0,0,0,4,294.70001,0,0,0,0,1,0,86848.094,1
0,0,0,.75,0,0,0,4,137,0,0,0,0,.5625,0,18769,0
0,0,0,0,0,0,0,4,130.60001,0,0,0,1,0,0,17056.361,0
0,0,0,0,0,0,0,1,8.5,1,0,0,0,0,0,72.25,0
0,0,0,.5,0,0,0,4,134.10001,0,0,1,1,.25,0,17982.813,0
0,0,0,1,0,0,0,3,28.1,0,0,0,0,1,0,789.61005,0
0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,6.5999999,7,0,1,0,0,0,43.559998,0
0,0,0,0,0,0,0,2,31.299999,2,0,1,0,0,0,979.68994,0
0,0,0,0,0,0,0,4,59.200001,0,0,0,0,0,0,3504.6401,0
0,0,0,0,0,0,0,4,147.2,0,0,1,0,0,0,21667.84,0
1,1,1,.43000001,0,0,0,2,3.9000001,0,0,0,0,.1849,0,15.210001,1
0,0,0,.5,0,0,0,1,36.599998,1,0,0,1,.25,0,1339.5599,0
0,0,0,0,0,0,0,4,156.3,0,0,0,0,0,0,24429.691,0
1,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,1
0,0,0,1,0,0,0,4,97.300003,0,0,0,0,1,0,9467.291,0
2,2,0,.25,6,6,0,1,1.8,0,1,0,0,.0625,0,3.2399998,1
0,0,0,.44999999,9.3000002,9.3000002,0,0,0,3,1,0,0,.20249999,0,0,0
0,0,0,.25,0,0,0,0,0,2,1,0,0,.0625,0,0,0
0,0,0,1,0,0,0,3,46,0,0,0,1,1,0,2116,0
0,0,0,1,0,0,0,3,60.400002,0,0,1,1,1,0,3648.1602,0
0,0,0,0,0,0,0,3,48.799999,2,0,0,0,0,0,2381.4399,0
0,0,0,1,0,0,0,4,67.300003,0,0,0,0,1,0,4529.2905,0
0,0,0,1,0,0,0,0,0,3,0,1,0,1,0,0,0
0,0,0,.40000001,0,0,5,1.4,13.1,0,0,0,1,.16000001,25,171.61002,0
0,0,0,.5,0,0,0,0,0,1,0,0,0,.25,0,0,0
0,0,0,.5,0,0,0,1,5.8000002,15,0,1,1,.25,0,33.640003,0
0,0,0,0,0,0,0,1,5.6999998,17,0,0,1,0,0,32.489998,0
0,0,0,0,0,0,0,4,200.2,0,0,0,0,0,0,40080.039,0
0,0,0,.5,0,0,0,4,165.60001,0,0,1,0,.25,0,27423.361,0
0,0,0,1,0,0,0,4,40.099998,0,0,0,0,1,0,1608.0099,0
0,0,0,.67000002,0,0,0,2,32.599998,0,0,1,0,.44890001,0,1062.7599,0
1,0,0,0,0,0,0,2,10.6,0,0,0,0,0,0,112.36001,1
0,0,0,1,0,0,0,4,120.4,0,0,0,0,1,0,14496.16,0
1,1,0,1,0,0,0,4,55,0,0,0,0,1,0,3025,1
0,0,0,0,0,0,0,4,79.199997,0,0,1,0,0,0,6272.6396,0
1,0,1,.33000001,0,0,0,3,41.599998,0,0,0,0,.10890001,0,1730.5598,1
0,0,0,0,0,0,0,2,113.7,0,0,0,0,0,0,12927.689,0
0,0,0,0,0,0,0,3,29.4,0,0,0,1,0,0,864.35999,0
0,0,0,1,0,0,0,4,104,0,0,0,0,1,0,10816,0
0,0,0,.33000001,0,0,0,1,7.5999999,5,0,0,0,.10890001,0,57.759998,0
0,0,0,1,0,0,0,4,131.10001,0,0,0,1,1,0,17187.211,0
0,0,0,.5,0,0,0,2,25.1,2,0,1,0,.25,0,630.01001,0
0,0,0,.5,0,0,0,0,0,1,0,0,0,.25,0,0,0
0,0,0,0,0,0,0,4,343,0,0,0,1,0,0,117649,0
0,0,0,1,0,0,0,2,19.9,2,0,0,0,1,0,396.00998,0
0,0,0,0,0,0,0,3,86.699997,0,0,0,0,0,0,7516.8896,0
0,0,0,.43000001,16.5,16.5,0,0,0,5,1,0,0,.1849,0,0,0
0,0,0,1,0,0,0,4,115.8,0,0,1,0,1,0,13409.641,0
1,0,0,0,0,0,0,3,26.1,0,0,1,0,0,0,681.21002,1
0,0,0,.5,0,0,0,4,152.7,0,1,0,0,.25,0,23317.289,0
0,0,0,0,0,0,0,4,158,0,1,0,0,0,0,24964,0
0,0,0,1,0,0,0,4,160.60001,0,0,0,1,1,0,25792.361,0
1,1,0,.40000001,0,0,0,4,300.79999,0,0,0,0,.16000001,0,90480.633,1
0,0,0,1,0,0,0,1,3.5,0,0,0,0,1,0,12.25,0
0,0,0,1,0,0,0,2,23.4,0,0,0,1,1,0,547.56,0
4,3,2,.5,0,0,0,0,0,3,0,0,0,.25,0,0,1
0,0,0,.5,0,0,0,4,74.400002,0,0,1,0,.25,0,5535.3604,0
0,0,0,.5,0,0,0,3,25.1,3,0,1,0,.25,0,630.01001,0
0,0,0,.5,4.8000002,4.8000002,4,1,1,4.1999998,1,0,0,.25,16,1,0
0,0,0,0,0,0,0,3,37.099998,2,0,0,0,0,0,1376.4099,0
2,2,2,0,0,0,0,0,0,25,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
0,0,0,.5,0,0,0,4,109.2,0,0,0,1,.25,0,11924.64,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,1,0,0,0,4,90.400002,0,1,0,0,1,0,8172.1602,0
0,0,0,0,0,0,0,2,3.9000001,0,0,0,0,0,0,15.210001,0
1,1,0,.5,0,0,0,1,4.8000002,5,0,1,0,.25,0,23.040001,1
0,0,0,1,0,0,0,4,104.6,0,0,0,0,1,0,10941.16,0
0,0,0,0,0,0,0,4,113.1,0,0,1,1,0,0,12791.609,0
0,0,0,.5,0,0,0,3,41.5,0,0,0,0,.25,0,1722.25,0
1,0,0,1,0,0,0,2,27,1,0,0,0,1,0,729,1
3,1,1,.30000001,0,0,6,.89999998,0,7,0,1,0,.090000004,36,0,1
2,1,1,.5,0,0,0,2,16.4,0,0,0,0,.25,0,268.95999,1
0,0,0,.67000002,0,0,0,4,57.700001,0,0,0,0,.44890001,0,3329.29,0
0,0,0,1,0,0,0,2,35.900002,1,0,1,0,1,0,1288.8101,0
1,1,1,0,0,0,0,4,26,0,1,0,0,0,0,676,1
0,0,0,.33000001,0,0,12,0,0,0,0,0,0,.10890001,144,0,0
0,0,0,1,0,0,0,4,74.400002,0,0,0,0,1,0,5535.3604,0
0,0,0,1,0,0,0,4,214.5,0,0,1,1,1,0,46010.25,0
1,1,0,0,0,0,0,3,65.599998,1,0,0,0,0,0,4303.3599,1
0,0,0,0,0,0,0,3,133.10001,0,0,1,0,0,0,17715.611,0
0,0,0,1,0,0,0,4,95.599998,0,0,0,0,1,0,9139.3594,0
0,0,0,.25,0,0,0,4,170.7,0,0,0,1,.0625,0,29138.488,0
0,0,0,1,0,0,0,4,54.299999,0,0,0,1,1,0,2948.49,0
0,0,0,1,0,0,0,4,152.7,0,0,0,0,1,0,23317.289,0
0,0,0,.60000002,8.3999996,16.799999,0,0,0,3.8,1,0,1,.36000001,0,0,0
1,1,1,0,0,0,0,2,2.5,0,0,0,0,0,0,6.25,1
0,0,0,.67000002,0,0,0,2,20,0,0,0,0,.44890001,0,400,0
0,0,0,1,0,0,0,4,107.3,0,0,0,0,1,0,11513.291,0
1,1,0,.33000001,.80000001,.80000001,0,0,0,1,0,1,1,.10890001,0,0,1
2,2,0,.2,0,0,0,0,0,1,1,0,0,.040000003,0,0,1
0,0,0,1,0,0,0,4,67.099998,0,0,0,0,1,0,4502.4097,0
5,1,0,.25,0,0,0,4,61.400002,0,0,1,0,.0625,0,3769.9602,1
2,2,0,.25,0,0,0,1,5.5999999,0,0,0,0,.0625,0,31.359999,1
0,0,0,0,0,0,0,1,9.6000004,0,0,0,1,0,0,92.160004,0
0,0,0,1,0,0,0,4,175.60001,0,0,0,0,1,0,30835.361,0
0,0,0,.25,0,0,0,2,13.7,2,0,1,0,.0625,0,187.68999,0
0,0,0,.60000002,0,0,0,0,0,6,0,1,0,.36000001,0,0,0
0,0,0,0,0,0,0,4,28.6,0,0,0,0,0,0,817.96002,0
0,0,0,0,0,0,0,3,54.5,0,0,1,1,0,0,2970.25,0
0,0,0,.40000001,14.3,14.3,0,2,8.1999998,0,0,1,0,.16000001,0,67.239998,0
3,1,0,.56,0,0,0,0,0,3,0,1,0,.3136,0,0,1
0,0,0,0,0,0,0,3,51.799999,0,0,0,1,0,0,2683.24,0
0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
2,2,1,.56,0,0,0,2,4.3000002,2,1,0,0,.3136,0,18.490002,1
