cd_a,ent,con,upm,v_sel,n_hog,h_mud,per,d_sem,n_pro_viv,n_ren,nom,sex,eda,r_pre,fecha_e,hora_ini_e,hora_ter_e,r_def,fecha_s,hora_ini_s,hora_ter_s,obs_caratu,p1,p11,p12_1,p12_2,p12_3,p12_4,p12_5,p12_6,p12_7,p12_8,p12_9,p12_99,p12_des,p13,p14,p14_des,p15,p16,p16_des,p17,p18,p19_1,p19_1_des,p19_2,p19_2_des,p19_9,p20,p21,p22,p23_des,obs,fac,clase2,loc,mun,est,est_d,ageb,t_loc,n_ent,c_res,par_c,nac_dia,nac_mes,nac_anio,l_nac_c,cs_p12,cs_p13_1,cs_p13_2,cs_p14_c,cs_p15,cs_p16,cs_p17,n_hij,e_con,cs_ad_mot,cs_p20_des,cs_ad_des,cs_nr_mot,cs_p22_des,cs_nr_ori,ur,zona,salario,clase1,clase3,pos_ocu,seg_soc,rama,c_ocu11c,ing7c,dur9c,emple7c,medica5c,buscar5c,rama_est1,rama_est2,dur_est,ambito1,ambito2,tue1,tue2,tue3,busqueda,d_ant_lab,d_cexp_est,dur_des,sub_o,s_clasifi,remune2c,pre_asa,tip_con,dispo,nodispo,c_inac5c,pnea_est,niv_ins,eda5c,eda7c,eda12c,eda19c,hij5c,domestico,anios_esc,hrsocup,ingocup,ing_x_hrs,tpg_p8a,tcco,cp_anoc,imssissste,ma48me1sm,p14apoyos,scian,t_tra,emp_ppal,tue_ppal,trans_ppal,mh_fil2,mh_col,sec_ins,cuenta,sex_fem,jefe_hog
21,2,332,346,4,1,0,212,211,100,1,-,1,40,16,150612,1815,1815,0,280612,1915,1941,,1,99,,,,,,,,,9,,,1,1,,1,,,2,1,1,BANCOMER,,,,1,1,1,AHORRO PARA EL RETIRO,,6301,1,1,4,33,175,0,1,3,1,101,24,10,1971,2,1,3,3,,,,2,,5,,,,,,,1,1,1870,1,1,1,1,3,7,3,7,5,3,4,3,5,5,2,5,1,1,0,2,0,0,0,0,0,1,1,3,0,0,0,0,3,2,4,6,11,0,5,9,54,0,0,0,0,0,1,0,0,6,1,2,2,0,3,2,2,0,0,1
21,2,332,346,5,1,0,212,211,117,1,-,1,42,0,170612,1040,1058,0,170612,1040,1058,,1,99,,,,,,,,,9,,,2,,,,1,,2,1,,,,,9,2,2,1,NO SABE,,6301,1,1,4,33,175,0,1,3,1,101,2,6,1970,20,1,3,3,,,,2,,2,,,,,,,1,1,1870,1,1,1,1,4,9,4,8,6,3,4,3,11,5,2,7,2,4,1,2,0,0,0,0,0,1,1,3,0,0,0,0,3,2,4,6,11,0,3,9,84,7400,20.487261,0,0,0,3,0,0,20,1,2,2,0,3,2,5,0,0,1
21,2,333,2464,1,1,0,212,211,2,2,-,1,50,0,130612,1000,1035,0,130612,1000,1035,POCAS VENTAS,1,65,,,,,,6,,,,,,2,,,,1,,2,2,,,,,,,,,ES UNA CAJA DE AHORRO,POCAS VENTAS,5276,2,1,4,32,174,0,1,3,1,301,17,12,1964,2,1,2,5,,,,2,,6,,,,,,,1,1,1870,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,1,3,4,7,12,0,3,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
21,2,333,2464,2,1,0,212,211,45,1,-,1,49,1,180612,915,915,0,210612,1416,1435,PREGUNTA 3 INFORMANTE NO RECORDO NOMBRE,4,99,,,,,5,,,,,,,2,,,,1,,2,2,,,,,,,,,LO QUE TE JUBILA LO QUE TE DA EL SEGURO,PREGUNTA 3 INFORMANTE NO RECORDO NOMBRE,5094,1,1,4,32,174,0,1,3,1,101,1,12,1962,2,1,3,3,,,,2,,4,,,,,,,1,1,1870,1,1,1,1,4,9,3,5,6,3,4,3,8,4,2,5,1,1,0,2,0,0,0,1,2,1,1,3,0,0,0,0,3,3,4,7,12,0,3,9,36,4300,27.777781,0,0,0,1,0,0,14,2,2,2,0,3,2,2,0,0,1
21,2,333,2464,4,1,0,212,211,116,2,-,2,30,0,140612,1100,1140,0,140612,1100,1140,,5,45,1,,,,,,,,,,,2,,,,1,,2,1,1,BANCOPPEL,,,,2,1,1,ES UN APOYO HACIA EL HUMANO PORQUE CUBRE SITUACIONES IMPREVISTAS,,5397,1,1,4,32,174,0,1,3,1,201,20,11,1981,13,1,3,3,,,,2,2,5,,,,,,,1,1,1870,1,1,4,2,4,8,6,8,2,1,4,3,6,5,2,3,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,4,9,2,3,9,60,0,0,0,0,0,4,0,0,18,1,1,2,0,3,9,4,0,1,0
21,2,334,1156,1,1,0,212,211,6,5,-,1,37,0,230612,1920,1943,0,230612,1920,1943,"PREG. 3,4,Y6 NO RECORDO MESES Y SUELDO",1,99,,,,,,,,,9,,,2,,,,1,,2,1,1,COPPEL,,,,2,2,1,AHORRO PARA LA VEJEZ,"PREG. 3,4,Y6 NO RECORDO MESES Y SUELDO",5690,1,1,4,32,174,0,1,3,1,501,30,7,1974,2,1,3,3,,,,2,,6,,,,,,,1,1,1870,1,1,1,1,3,6,4,6,6,3,4,3,5,4,2,5,1,1,0,2,0,0,0,0,0,1,1,3,0,0,0,0,3,2,3,5,10,0,3,9,48,6450,31.25,0,0,0,1,0,0,7,1,2,2,0,3,2,2,0,0,0
21,2,335,1650,1,1,0,212,211,15,2,-,2,38,0,140612,1415,1450,0,140612,1415,1450,PREG 3 Y 4 NO RECORDO EL MES,1,65,1,,,,,,,8,,,SEGUROS DE VIDA,1,1,,1,,,1,1,,,,,9,1,2,1,SISTEMA PARA EL RETIRO,PREG 3 Y 4 NO RECORDO EL MES,8578,1,1,4,43,178,0,1,3,1,201,14,1,1974,7,1,8,2,6010,,1,2,1,5,,,,,,,1,1,1870,1,1,1,1,4,2,5,4,5,3,4,3,9,3,2,4,2,4,1,2,0,0,0,0,0,1,1,3,0,0,0,0,4,2,3,5,10,2,3,18,30,13000,100.77519,0,0,0,2,0,0,15,1,2,2,0,3,2,7,0,1,0
21,2,335,1650,2,1,0,212,211,42,1,-,1,27,0,180612,1820,1851,0,180612,1820,1851,,1,65,1,,,,,,,,,,,1,4,,1,,,2,1,1,BANAMEX,,,,2,2,2,ES UN NEGOCIO PARA LOS AFORES DONDE HACEN NEGOCIOCON NUESTRO DINERO,,7339,1,1,4,43,178,0,1,3,1,101,6,4,1985,2,1,5,4,4012,3,1,2,,1,,,,,,,1,1,1870,1,1,1,1,4,2,5,3,6,3,1,3,9,3,2,6,2,4,1,1,0,0,0,1,5,1,1,3,0,0,0,0,4,2,2,3,8,0,3,16,20,16000,186.04651,1,0,0,2,0,0,15,1,2,2,0,3,2,7,0,0,1
21,2,335,1650,4,1,0,212,211,98,1,-,1,52,0,120612,1510,1543,0,120612,1510,1543,PREG 11NO COTIZA POR LO TANTO NO SE PUEDE PENSIONAR PORQUE EL MANTIENE EL HOGAR Y DICE QUE TRABAJARA HASTA QUE DIOS LO PERMITA PREG 12 NO AHORRA AHORITA PERO PIENSA HACER MAS DELANTE PREG 18 EL HACE APORTACIONES AL AFORE POR SU CUENTA PREG 20 L,1,99,,2,,,,,,,,,,2,,,,1,,2,1,1,BANORTE,,,,1,2,3,ES UN AHORRO QUE NUNCA LO VE UNO,PREG 11NO COTIZA POR LO TANTO NO SE PUEDE PENSIONAR PORQUE EL MANTIENE EL HOGAR Y DICE QUE TRABAJARA HASTA QUE DIOS LO PERMITA PREG 12 NO AHORRA AHORITA PERO PIENSA HACER MAS DELANTE PREG 18 EL HACE APORTACIONES AL AFORE POR SU CUENTA PREG 20 L,7397,1,1,4,43,178,0,1,3,1,101,3,2,1960,16,1,2,6,,,,2,,5,,,,,,,1,1,1870,1,1,3,2,4,5,4,6,1,1,4,3,10,4,2,2,3,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,8,13,0,3,6,40,6000,34.88372,0,0,1,4,0,0,19,1,1,1,0,1,7,8,0,0,1
21,2,336,2590,1,1,0,212,211,5,1,-,1,47,0,160612,916,934,0,160612,916,934,PREG. 3 Y 4 NO SE ACORDO,2,99,,2,,,,,,,,,,2,,,,1,,2,2,,,,,,,,,FONDO DE AHORRO,PREG. 3 Y 4 NO SE ACORDO,4536,1,1,4,21,170,0,1,3,1,101,4,9,1964,18,1,4,3,,,,2,,5,,,,,,,1,1,1870,1,1,3,2,4,7,4,8,1,1,4,3,7,5,2,2,3,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,7,12,0,1,12,60,6450,25,0,0,1,4,0,0,8,1,1,1,0,1,7,8,0,0,1
21,2,337,2315,2,1,0,212,211,43,1,-,1,47,0,130612,1421,1435,0,130612,1421,1435,,1,99,,,,,,,,,9,,,2,,,,1,,2,1,1,COOPEL,,,,1,1,1,PARA LA VEJEZ TIENE UN GUARDADITO,,4310,1,1,4,32,174,0,1,3,1,101,12,4,1965,15,1,4,3,,,,2,,1,,,,,,,1,1,1870,1,1,1,1,2,5,4,7,6,3,4,2,3,5,2,5,1,1,0,2,0,0,0,0,0,1,1,3,0,0,0,0,4,3,4,7,12,0,1,12,51,6450,29.41176,0,0,0,1,0,0,5,1,2,2,0,3,2,2,0,0,1
21,2,337,2315,3,1,0,212,211,65,2,-,2,29,0,120612,1833,1840,0,120612,1833,1840,PREGUNTA 9 OPCION 10 DECLARO QUE POR EMBARAZO DEJO EL TRABAJO,97,99,,,,,,,,,9,,,2,,,,1,,2,2,,,,,,,,,ES EL DINERO CUANDO UNO TRABAJA Y RETIRA,PREGUNTA 9 OPCION 10 DECLARO QUE POR EMBARAZO DEJO EL TRABAJO,3532,4,1,4,32,174,0,1,3,1,201,29,7,1982,20,1,2,3,,,,2,2,1,,,,,,,1,1,1870,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,3,1,2,2,3,8,2,8,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
21,2,337,2315,4,1,0,212,211,87,3,-,2,38,0,150612,1716,1726,0,150612,1716,1726,,1,99,,,,,,,,,,99,,2,,,,1,,2,1,1,BANCOMER,,,,1,1,1,UN AHORRO,,4567,1,1,4,32,174,0,1,3,1,301,19,9,1973,25,1,7,5,3931,3,1,2,0,6,,,,,,,1,1,1870,1,1,1,1,3,4,3,6,6,3,4,3,5,4,2,5,1,1,0,2,0,0,0,0,0,1,1,3,0,0,0,0,4,2,3,5,10,1,3,17,46,5160,26.08696,0,0,0,1,0,0,7,1,2,2,0,3,2,2,0,1,0
21,2,337,2315,5,1,0,212,211,110,2,-,2,24,0,140612,1727,1748,0,140612,1727,1748,,5,99,,,,4,,,,,,,,1,7,,2,,,2,2,,,,,,,,,UN GUARDADITO,,3532,4,1,4,32,174,0,1,3,1,301,99,99,1988,2,1,4,3,,,,2,0,3,,,,,,,1,1,1870,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,3,4,1,2,2,7,1,7,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
21,2,338,1227,2,1,0,212,311,46,2,-,2,30,0,190612,1030,1105,0,190612,1030,1105,PREG. 3 EL INFORMANTE NO SUPO DAR MESES DE INGRESO Y TERMINO LABORAL,1,65,1,,,,,,,,,,,2,,,,6,,2,1,,,,,9,2,2,1,UN AHORRO LO QUE ACUMULA UNO CUANDO DEJA DE TRABAJAR,PREG. 3 EL INFORMANTE NO SUPO DAR MESES DE INGRESO Y TERMINO LABORAL,3912,1,1,4,41,176,0,1,2,1,201,5,6,1981,10,1,3,3,,,,2,0,5,,,,,,,1,1,1870,1,1,1,1,4,3,4,6,5,3,4,3,6,4,2,4,1,1,0,2,0,0,0,0,0,1,1,3,0,0,0,0,3,2,3,4,9,1,3,9,48,0,0,0,0,0,1,0,0,18,1,2,2,0,3,2,2,0,1,0
21,2,338,1227,3,1,0,212,311,85,1,-,1,38,0,150612,1805,1832,0,150612,1805,1832,,1,70,1,,,,,,,,,,,2,,,,1,,2,1,1,BANAMEX,,,,2,2,3,ES UN AHORRO,,3912,1,1,4,41,176,0,1,2,1,101,26,8,1973,5,1,7,5,3561,3,1,2,,5,,,,,,,1,1,1870,1,1,1,1,4,1,4,4,6,3,4,3,10,3,2,5,2,3,0,2,0,0,0,0,0,1,1,3,0,0,0,0,4,2,3,5,10,0,3,17,32,8000,58.13953,0,0,0,1,0,0,19,1,2,2,0,3,2,6,0,0,1
21,2,338,1227,5,1,0,212,311,160,1,-,1,50,0,160612,1723,1751,0,160612,1723,1751,PREGUNTAS 3 Y 4 PRIMER TRABAJO NO SUPO MESES DE INICIO Y FINAL,1,60,1,,,,,,,,,,,2,,,,1,,2,1,1,BANAMEX,,,,2,1,1,PREVISION PARA EL RETIRO,PREGUNTAS 3 Y 4 PRIMER TRABAJO NO SUPO MESES DE INICIO Y FINAL,3373,1,1,4,41,176,0,1,2,1,101,12,7,1961,2,1,3,3,,,,2,,5,,,,,,,1,1,1870,1,1,1,1,4,4,4,7,5,3,4,3,7,5,2,4,1,1,0,2,0,0,0,0,0,1,1,3,0,0,0,0,3,3,5,8,13,0,3,9,56,7740,32.14286,0,0,0,1,0,0,8,1,2,2,0,3,2,2,0,0,1
21,2,339,975,2,1,0,212,311,80,1,-,1,51,0,120612,1851,1918,0,120612,1851,1918,NO RECORDO EL MES DE NINGUN TRABAJO,1,75,,2,,,,,,,,,,2,,,,1,,2,2,,,,,,,,,AHORRO DE LOS QUE GANAS EN UN TRABAJO,NO RECORDO EL MES DE NINGUN TRABAJO,5926,1,1,4,22,171,0,1,2,1,101,26,10,1960,14,1,3,2,,,,2,,6,,,,,,,1,1,1870,1,1,3,2,1,5,3,6,1,1,4,2,4,4,2,2,3,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,8,13,0,3,8,48,5160,25,0,0,1,4,0,0,4,1,1,1,0,1,7,8,0,0,1
21,2,339,975,4,1,0,212,311,176,2,-,2,20,0,170612,1030,1049,0,170612,1030,1049,NO RECORDO MES DE SUS TRABAJOS,3,99,,,,,5,,,,,,,1,7,,1,,,1,2,,,,,,,,,ESTADO DE CUENTA,NO RECORDO MES DE SUS TRABAJOS,6090,1,1,4,22,171,0,1,2,1,201,3,7,1991,2,1,2,6,,,,2,1,5,,,,,,,1,1,1870,1,1,1,1,2,5,3,6,6,3,4,2,3,4,2,6,1,1,0,2,0,0,0,0,0,1,1,3,0,0,0,0,2,1,2,2,7,2,3,6,48,4300,20.83333,0,0,0,1,0,0,5,1,2,2,0,3,2,2,0,1,0
21,2,339,975,5,1,0,212,311,225,1,-,1,40,0,160612,1840,1915,0,160612,1840,1915,NO RECORDO MES DE SUS TRABAJOS,1,65,1,,,4,5,,,,,,,1,7,,1,,,2,1,1,BANAMEX,,,,2,2,1,CUENTA DE AHORRO PARA EL RETIRO,NO RECORDO MES DE SUS TRABAJOS,5377,1,1,4,22,171,0,1,2,1,101,12,9,1971,2,1,3,3,,,,2,,5,,,,,,,1,1,1870,1,1,1,1,4,7,5,7,5,3,4,3,7,5,2,4,1,1,0,2,0,0,0,0,0,1,1,3,0,0,0,0,3,2,4,6,11,0,3,9,50,9460,44,0,0,0,1,0,0,8,1,2,2,0,3,2,2,0,0,1
21,2,340,477,5,1,0,212,311,63,1,-,1,38,1,160612,1950,1950,0,230612,1815,1835,,2,99,,,,,,,,,9,,,2,,,,1,,2,1,1,BANCOMER,,,,1,1,1,ES UN AHORRO PARA EL RETIRO,,5854,1,1,4,43,178,0,1,2,1,101,19,7,1973,25,1,7,3,3421,3,2,2,,1,,,,,,,1,1,1870,1,1,2,2,4,7,5,8,4,1,4,3,7,5,2,4,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,5,10,0,3,15,72,30960,100,0,0,0,4,0,0,8,1,2,2,0,3,6,2,0,0,1
21,2,341,2433,2,1,0,212,311,39,4,-,1,29,0,140612,1205,1257,0,140612,1205,1257,PREG 3 EL INFORMANTE NO SUPO DAR MESES DE INGRESO Y TERMINO LABORAL,6,50,,,,,,,7,,,,,2,,,,5,NO SABE AHORRAR,2,1,1,SANTANDER,,,,1,2,1,ESTAR AFIALIADO AL IMSS Y SEGURO DE VEJEZ,PREG 3 EL INFORMANTE NO SUPO DAR MESES DE INGRESO Y TERMINO LABORAL,2855,2,1,4,21,170,0,1,2,1,301,19,3,1983,2,1,3,2,,,,2,,6,,,,,,,1,1,1870,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,2,2,2,3,8,0,3,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
21,2,341,2433,3,1,0,212,311,61,2,-,1,33,0,180612,1820,1909,0,180612,1820,1909,PREG 3 EL INFORMANTE NO SUPO DAR MESES DE INGRESOS Y TERMINO LABORAL,1,60,,,,,5,,,,,,,2,,,,1,,1,1,1,PRINCIPAL,,,,2,2,1,AHORRO PARA EL RETIRO,PREG 3 EL INFORMANTE NO SUPO DAR MESES DE INGRESOS Y TERMINO LABORAL,4558,1,1,4,21,170,0,1,2,1,301,25,4,1979,9,1,3,3,,,,2,,6,,,,,,,1,1,1870,1,1,1,1,2,4,3,7,6,3,4,2,3,5,2,6,1,1,0,2,0,0,0,0,0,1,1,3,0,0,0,0,3,2,3,4,9,0,3,9,50,0,0,0,0,0,1,0,0,5,1,2,2,0,3,2,2,0,0,0
21,2,341,2433,4,1,0,212,311,87,1,-,1,28,0,200612,1015,1059,0,200612,1015,1059,PREG 3 INFORMANTE NO SUPO DAR MESES DE INGRESO Y TERMINO LABORAL,6,70,,,,,,,,8,,,AFORE,2,,,,1,,2,1,1,INVERCAP,,,,1,1,1,ES UN DINERO QUE SE COBRA A LA EMPRESA PARA ENTRGAR CUANDO EL EMPLEADO YA NO PUEDA TRABAJAR,PREG 3 INFORMANTE NO SUPO DAR MESES DE INGRESO Y TERMINO LABORAL,5163,1,1,4,21,170,0,1,2,1,101,14,10,1983,9,1,2,5,,,,2,,5,,,,,,,1,1,1870,1,2,3,2,1,5,4,4,2,1,2,2,4,3,2,2,3,5,0,2,0,0,0,1,5,0,0,0,0,0,0,0,1,2,2,3,8,0,3,5,30,6450,50,1,0,1,4,0,0,4,1,1,1,0,1,7,8,0,0,1
21,2,342,114,1,1,0,212,311,22,1,-,2,46,0,200612,1738,1810,0,200612,1738,1810,NO RECORDO EL MES EN QUE ENTRO A TRABAJAR,1,88,1,,,,,,,,,,,2,,,,1,,2,2,,,,,,,,,UN AHORRO,NO RECORDO EL MES EN QUE ENTRO A TRABAJAR,5440,1,1,4,32,174,0,1,2,1,101,99,99,1966,2,1,2,6,,,,2,4,2,,,,,,,1,1,1870,1,1,1,3,7,8,7,9,5,5,4,4,0,6,2,8,4,0,0,2,0,0,0,0,0,2,1,3,0,0,0,0,2,3,4,7,12,3,3,6,0,0,0,0,0,0,5,0,0,21,1,1,2,1,3,3,11,0,1,1
21,2,342,114,2,1,0,212,311,48,2,-,2,40,0,110612,1840,1917,0,110612,1840,1917,,1,99,,,,,,,,,,99,,2,,,,1,,2,1,1,HSBC,,,,1,1,1,NO SABE,,5763,1,1,4,32,174,0,1,2,1,201,7,1,1972,6,1,3,3,,,,2,2,5,,,,,,,1,1,1870,1,1,3,2,3,6,3,3,1,1,4,3,5,3,2,2,3,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,6,11,2,3,9,24,4000,38.759689,0,0,1,4,0,0,7,1,1,1,0,1,7,8,0,1,0
21,2,342,114,4,1,0,212,311,100,1,-,1,40,0,200612,1840,1915,0,200612,1840,1915,NO RECORDO LOS MESES,2,99,,,,,,,,,,99,,2,,,,1,,2,1,1,BANAMEX,,,,1,2,1,ES UN FONDO PARA EL RETIRO,NO RECORDO LOS MESES,5763,1,1,4,32,174,0,1,2,1,101,5,12,1971,20,1,2,6,,,,2,,5,,,,,,,1,1,1870,1,1,1,1,3,4,4,8,3,3,4,3,5,5,2,4,1,2,0,2,0,0,0,0,0,1,1,3,0,0,0,0,2,2,4,6,11,0,3,6,60,6450,25,0,0,0,1,0,0,6,1,2,2,0,3,2,4,0,0,1
21,2,343,804,1,1,0,212,311,6,1,-,1,44,0,140612,1619,1635,0,140612,1619,1635,,1,70,,,,4,,,,,,,,2,,,,1,,2,1,,,,,9,1,2,9,FONDO DE AHORRO PARA EL RETIRO,,7013,1,1,4,42,177,0,1,2,1,101,15,4,1968,9,1,4,2,,,,2,,5,,,,,,,1,1,1870,1,1,3,2,4,7,5,8,1,1,4,3,7,5,2,2,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,4,6,11,0,3,11,60,10320,40,0,0,1,4,0,0,8,1,2,2,0,3,8,4,0,0,1
21,2,351,2703,2,1,0,212,511,19,1,-,1,40,0,160612,1111,1130,0,160612,1111,1130,,1,65,,,,,,,,8,,,HACIENDO UNA EMPRESA,1,1,,1,,,1,1,1,INBURSA,,,,1,2,1,AHORRO POR EL RETIRO,,1386,1,1,4,10,169,0,1,5,1,101,9,11,1971,2,1,7,4,3923,3,2,2,,6,,,,,,,1,1,1870,1,1,1,1,2,9,5,7,6,3,4,2,3,5,2,6,1,1,0,2,0,0,0,0,0,1,1,3,0,0,0,0,4,2,4,6,11,0,1,16,50,10750,50,0,0,0,1,0,0,5,1,2,2,0,3,2,2,0,0,1
21,2,351,2703,3,1,0,212,511,31,1,-,1,23,0,120612,1806,1933,0,120612,1806,1933,,3,99,1,,,,,,,,,,,2,,,,1,,2,1,,,,,9,2,2,1,PARA PODER SOBRELLEVAR LA VEJEZ,,868,1,1,4,10,169,0,1,5,1,101,13,2,1989,18,1,2,6,,,,2,,5,,,,,,,1,1,1870,1,1,1,1,2,5,3,6,6,3,4,2,3,4,2,6,1,1,0,2,0,0,0,0,0,1,1,3,0,0,0,0,2,1,2,2,7,0,1,6,47,4558,22.55319,0,0,0,1,0,0,5,1,2,2,0,3,2,2,0,0,1
21,2,351,2703,4,1,0,212,511,42,1,-,1,33,0,120612,1301,1326,0,120612,1301,1326,,4,65,,,,,,,,8,,,PONER UN NEGOCIO DE COMIDA,2,,,,5,IGNORANCIA,2,1,1,BANCOMER,,,,2,2,1,LO QUE OTRO AHORRA POR PARTE DEL SEGURO,,1002,4,1,4,10,169,0,1,5,1,101,27,9,1978,25,1,2,6,,,,2,,1,,,,,,,1,1,1870,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,2,2,3,4,9,0,8,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
21,2,353,1005,1,1,0,212,511,32,1,-,1,35,0,120612,1718,1741,0,120612,1718,1741,NO RECORDO EL MES DE INGRESO EN SUS TRABAJOS Y TAMBIEN EL MES EN EL QUE LO CONCLUYO,1,55,1,,,,,,,,,,,2,,,,1,,2,1,1,BANAMEX,,,,1,2,3,NO TIENE IDEA,NO RECORDO EL MES DE INGRESO EN SUS TRABAJOS Y TAMBIEN EL MES EN EL QUE LO CONCLUYO,5399,1,1,4,23,172,0,1,5,1,101,99,99,1977,7,1,3,3,,,,2,,5,,,,,,,1,1,1870,1,1,1,1,2,5,4,7,6,3,4,2,3,5,2,6,1,1,0,2,0,0,0,0,0,1,1,3,0,0,0,0,3,2,3,5,10,0,3,9,50,6450,30,0,0,0,1,0,0,5,1,2,2,0,3,2,2,0,0,1
21,2,353,1005,3,1,0,212,511,103,1,-,1,54,0,120612,1705,1725,0,120612,1705,1725,NO RECORDO MES  DE INGRESO DE SUS TRABAJOS,1,65,,2,,,,,7,,,,,2,,,,1,,2,2,,,,,,,,,FONDOS PARA EL RETIRO,NO RECORDO MES  DE INGRESO DE SUS TRABAJOS,5951,1,1,4,23,172,0,1,5,1,101,25,2,1958,9,1,7,5,4111,3,1,2,,1,,,,,,,1,1,1870,1,1,2,2,1,5,4,5,3,1,4,2,4,4,2,2,3,5,0,2,0,0,0,1,2,0,0,0,0,0,0,0,4,3,5,8,13,0,3,17,36,8170,52.777779,0,0,0,4,0,0,4,1,1,1,0,1,5,8,0,0,1
21,2,354,696,1,1,0,212,511,12,1,-,1,31,0,160612,1517,1518,0,160612,1517,1518,NO RECORDO EL MES,2,59,1,,,,,,,,,,,2,,,,1,,2,9,,,,,,,,,ES UN FONDO PARA EL RETIRO,NO RECORDO EL MES,4567,1,1,4,32,174,0,1,5,1,101,99,99,1981,25,1,4,3,,,,2,,1,,,,,,,1,1,1870,1,1,1,1,4,9,5,5,5,3,4,3,9,4,2,4,2,4,1,2,0,0,0,0,0,1,1,3,0,0,0,0,4,2,3,4,9,0,3,12,35,10000,66.445183,0,0,0,2,0,0,15,1,2,2,0,3,2,7,0,0,1
21,2,354,696,3,1,0,212,511,61,1,-,1,44,0,160612,1618,1650,0,160612,1618,1650,NO RECORDO LOS MESES NI AÑOS,5,99,,,,,,,,,9,,,2,,,,1,,2,2,,,,,,,,,NO SABE,NO RECORDO LOS MESES NI AÑOS,4567,1,1,4,32,174,0,1,5,1,101,17,9,1967,2,1,3,3,,,,2,,5,,,,,,,1,1,1870,1,1,1,2,1,5,2,6,2,1,4,2,4,4,2,2,3,5,0,2,0,0,0,0,0,1,2,5,0,0,0,0,3,2,4,6,11,0,3,9,44,3440,18.18182,0,0,0,4,0,0,4,2,1,1,0,1,1,8,0,0,1
21,2,354,696,5,1,0,212,511,108,1,-,1,54,0,120612,1340,1427,0,120612,1340,1427,NO RECORDO EL MES EN QUE TRABAJO,1,62,,,,,5,,,,,,,1,2,,2,,,2,2,,,,,,,,,FONDO DEL RETIRO,NO RECORDO EL MES EN QUE TRABAJO,4310,1,1,4,32,174,0,1,5,1,101,4,11,1957,2,1,3,3,,,,2,,5,,,,,,,1,1,1870,1,1,1,3,7,5,7,9,6,5,4,4,0,6,2,8,4,0,0,2,0,0,0,0,0,2,1,3,0,0,0,0,3,3,5,8,13,0,3,9,0,0,0,0,0,0,5,0,0,21,1,1,2,1,3,3,11,0,0,1
21,2,356,2339,1,1,0,212,511,9,1,-,1,42,0,170612,1420,1458,0,170612,1420,1458,,3,99,1,,,,,,,,,,,2,,,,1,,2,1,1,BANCOMER,,,,2,1,9,AHORRO PARA JUBILACION,,5861,1,1,4,33,175,0,1,5,1,101,18,9,1969,18,1,3,3,,,,2,,1,,,,,,,1,1,1870,1,1,1,1,2,5,3,6,6,3,4,2,3,4,2,6,1,1,0,2,0,0,0,0,0,1,1,3,0,0,0,0,3,2,4,6,11,0,3,9,45,5160,26.66667,0,0,0,1,0,0,5,1,2,2,0,3,2,2,0,0,1
21,2,356,2339,3,1,0,212,511,91,2,-,1,44,0,130612,1600,1630,0,130612,1600,1630,,4,99,1,,,,,,,,,,,2,,,,1,,2,1,1,BANCOPPEL,,,,2,1,1,FONDO DE RETIRO PARA LA VEJEZ,,3612,2,1,4,33,175,0,1,5,1,301,9,1,1968,2,1,2,6,,,,2,,6,,,,,,,1,1,1870,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,0,2,2,4,6,11,0,3,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
