client,mode,price,crate,dbeach,dpier,dprivate,dcharter,pbeach,ppier,pprivate,pcharter,qbeach,qpier,qprivate,qcharter,income
440,4,94.681999,1.0266,0,0,0,1,489.80399,489.80399,59.681999,94.681999,.53329998,.4522,.2413,1.0266,7916.6665
441,4,43.082001,.3087,0,0,0,1,75.012001,75.012001,19.082001,43.082001,.1049,.0078999996,.061299998,.3087,2083.3333
442,4,65.681999,1.0266,0,0,0,1,251.804,251.804,30.681999,65.681999,.53329998,.4522,.2413,1.0266,3750
443,4,61.481998,.53909999,0,0,0,1,36.481998,36.481998,36.481998,61.481998,.0678,.050299998,.26010001,.53909999,4583.332
444,2,13.282,.078900002,0,1,0,0,13.282,13.282,13.282,42.282001,.0678,.078900002,.16429999,.53909999,1249.9998
445,3,167.314,.1665,0,0,1,0,322.048,322.048,167.314,202.314,.53329998,.4522,.1665,.39750001,4583.332
446,1,74.195999,.25369999,1,0,0,0,74.195999,74.195999,74.195999,92.695999,.25369999,.1498,.00079999998,.0027000001,1249.9998
447,4,335.314,1.0266,0,0,0,1,578.04797,578.04797,300.314,335.314,.53329998,.4522,.2413,1.0266,8750.001
448,4,138.114,.46709999,0,0,0,1,138.996,138.996,114.114,138.114,.1049,.0451,.1574,.46709999,2916.6665
449,4,77.900002,.42160001,0,0,0,1,197.34,197.34,42.900002,77.900002,.53329998,.0068999999,.0361,.42160001,2916.6665
450,3,68.769997,.0156,0,0,1,0,233.81799,233.81799,68.769997,103.77,.53329998,.4522,.0156,.0057999999,3750
451,4,158.77,.2421,0,0,0,1,133.77,133.77,133.77,158.77,.0678,.0052,.14910001,.2421,7916.6665
452,2,94.769997,.078900002,0,1,0,0,94.769997,94.769997,94.769997,123.77,.0678,.078900002,.16429999,.53909999,5416.6665
453,4,158.77,.0029,0,0,0,1,133.77,133.77,133.77,158.77,.0678,.050299998,.0276,.0029,7916.6665
454,3,81.769997,.061299998,0,0,1,0,127.058,127.058,81.769997,105.77,.1049,.0078999996,.061299998,.3087,4583.332
455,4,58.349998,.3087,0,0,0,1,47.174,47.174,34.349998,58.349998,.1049,.0078999996,.061299998,.3087,1249.9998
456,1,109.35,.0678,1,0,0,0,109.35,109.35,121.014,150.01401,.0678,.078900002,.16429999,.53909999,5416.6665
457,3,154.214,.26010001,0,0,1,0,154.214,154.214,154.214,179.214,.0678,.050299998,.26010001,.53909999,7083.3315
458,4,208.35001,.3087,0,0,0,1,253.174,253.174,184.35001,208.35001,.1049,.0078999996,.061299998,.3087,9583.3359
459,4,89.054001,1.0266,0,0,0,1,181.896,181.896,54.054001,89.054001,.53329998,.4522,.2413,1.0266,2916.6665
460,3,54.054001,.0023000001,0,0,1,0,78.935997,78.935997,54.054001,78.054001,.1049,.0451,.0023000001,.0046000001,2916.6665
461,3,127.666,.0014,0,0,1,0,104.454,104.454,127.666,156.666,.0678,.078900002,.0014,.0029,6250.0015
462,4,107.952,1.0266,0,0,0,1,373.04999,373.04999,72.952003,107.952,.53329998,.4522,.2413,1.0266,6250.0015
463,3,45.473999,.14910001,0,0,1,0,45.473999,45.473999,45.473999,70.473999,.0678,.0052,.14910001,.2421,2916.6665
464,2,45.473999,.078900002,0,1,0,0,45.473999,45.473999,45.473999,74.473999,.0678,.078900002,.16429999,.0041,2916.6665
465,4,92.769997,.0046000001,0,0,0,1,106.858,106.858,68.769997,92.769997,.1049,.0451,.0023000001,.0046000001,3750
466,3,68.769997,.0361,0,0,1,0,233.81799,233.81799,68.769997,103.77,.53329998,.0068999999,.0361,.42160001,3750
467,3,94.769997,.0023000001,0,0,1,0,147.258,147.258,94.769997,118.77,.1049,.0451,.0023000001,.0046000001,5416.6665
468,3,94.769997,.023800001,0,0,1,0,147.258,147.258,94.769997,118.77,.1049,.0451,.023800001,.046799999,5416.6665
469,4,90.769997,1.0266,0,0,0,1,189.618,189.618,55.77,90.769997,.53329998,.4522,.2413,1.0266,2916.6665
470,4,66.769997,.3087,0,0,0,1,66.458,66.458,42.77,66.769997,.1049,.0078999996,.061299998,.3087,2083.3333
471,3,81.769997,.1665,0,0,1,0,278.01801,278.01801,81.769997,116.77,.53329998,.4522,.1665,.39750001,4583.332
472,4,103.77,.0057999999,0,0,0,1,233.81799,233.81799,68.769997,103.77,.53329998,.4522,.0156,.0057999999,3750
473,4,66.769997,.046799999,0,0,0,1,66.458,66.458,42.77,66.769997,.1049,.0451,.023800001,.046799999,2083.3333
474,4,116.77,.42160001,0,0,0,1,278.01801,278.01801,81.769997,116.77,.53329998,.0068999999,.0361,.42160001,4583.332
475,4,80.769997,.2421,0,0,0,1,55.77,55.77,55.77,80.769997,.0678,.0052,.14910001,.2421,2916.6665
476,2,68.769997,.078900002,0,1,0,0,68.769997,68.769997,68.769997,97.769997,.0678,.078900002,.16429999,.53909999,3750
477,3,166.21201,.089699998,0,0,1,0,42.282001,42.282001,166.21201,201.21201,.0678,.078900002,.089699998,1.0905,5416.6665
478,3,36.481998,.16429999,0,0,1,0,36.481998,36.481998,36.481998,65.482002,.0678,.078900002,.16429999,.53909999,4583.332
479,4,38.282001,.53909999,0,0,0,1,13.282,13.282,13.282,38.282001,.0678,.050299998,.26010001,.53909999,1249.9998
480,3,24.882,.0023000001,0,0,1,0,97.811996,97.811996,24.882,48.882,.1049,.0451,.0023000001,.0046000001,2916.6665
481,3,36.481998,.049899999,0,0,1,0,36.481998,36.481998,36.481998,65.482002,.0678,.0024999999,.049899999,.2421,4583.332
482,4,38.282001,.1648,0,0,0,1,13.282,13.282,13.282,38.282001,.0678,.050299998,.023,.1648,1249.9998
483,4,174.65601,.64560002,0,0,0,1,108.974,108.974,139.65601,174.65601,.0678,.078900002,.0559,.64560002,3750
484,4,123.374,.42160001,0,0,0,1,216.216,216.216,88.374001,123.374,.53329998,.0068999999,.0361,.42160001,2916.6665
485,3,108.974,.1574,0,0,1,0,139.65601,139.65601,108.974,132.974,.1049,.0451,.1574,.46709999,3750
486,4,112.374,.0046000001,0,0,0,1,113.256,113.256,88.374001,112.374,.1049,.0451,.0023000001,.0046000001,2916.6665
487,2,129.57401,.078900002,0,1,0,0,129.57401,129.57401,147.186,176.186,.0678,.078900002,.16429999,.53909999,4583.332
488,4,84.349998,.42160001,0,0,0,1,146.73399,146.73399,49.349998,84.349998,.53329998,.0068999999,.0361,.42160001,2083.3333
489,1,87.814003,.0678,1,0,0,0,87.814003,87.814003,87.814003,112.814,.0678,.050299998,.26010001,.53909999,3750
490,4,174.35001,1.0266,0,0,0,1,414.33401,414.33401,139.35001,174.35001,.53329998,.4522,.2413,1.0266,7083.3315
491,3,104.414,.16429999,0,0,1,0,94.349998,94.349998,104.414,133.414,.0678,.078900002,.16429999,.53909999,4583.332
492,1,66.653999,.0678,1,0,0,0,66.653999,66.653999,81.466003,110.466,.0678,.078900002,.16429999,.53909999,3750
493,4,79.666,.53909999,0,0,0,1,41.453999,41.453999,50.666,79.666,.0678,.078900002,.16429999,.53909999,2083.3333
494,3,104.454,.0156,0,0,1,0,351.496,351.496,104.454,139.45399,.53329998,.4522,.0156,.0057999999,6250.0015
495,2,41.453999,.0024999999,0,1,0,0,41.453999,41.453999,50.666,79.666,.0678,.0024999999,.049899999,.2421,2083.3333
496,2,91.853996,.078900002,0,1,0,0,91.853996,91.853996,112.266,141.26601,.0678,.078900002,.0014,.0029,5416.6665
497,4,103.254,.3087,0,0,0,1,115.736,115.736,79.253998,103.254,.1049,.0078999996,.061299998,.3087,4583.332
498,4,95.536003,.64560002,0,0,0,1,41.453999,41.453999,60.535999,95.536003,.0678,.078900002,.0559,.64560002,2083.3333
499,4,90.036003,.1726,0,0,0,1,50.666,50.666,60.535999,90.036003,.0678,.0052,.073200002,.1726,2083.3333
500,4,76.454002,.0057999999,0,0,0,1,139.496,139.496,41.453999,76.454002,.53329998,.4522,.0156,.0057999999,2083.3333
501,4,139.45399,.42160001,0,0,0,1,351.496,351.496,104.454,139.45399,.53329998,.0068999999,.0361,.42160001,6250.0015
502,2,54.054001,.078900002,0,1,0,0,54.054001,54.054001,66.066002,95.066002,.0678,.078900002,.16429999,.53909999,2916.6665
503,4,89.054001,1.0266,0,0,0,1,181.896,181.896,54.054001,89.054001,.53329998,.4522,.2413,1.0266,2916.6665
504,4,64.265999,.2421,0,0,0,1,28.854,28.854,35.265999,64.265999,.0678,.0024999999,.049899999,.2421,1249.9998
505,2,23.736,.1498,0,1,0,0,23.736,23.736,23.736,42.236,.25369999,.1498,.0233,.0219,416.66669
506,4,51.254002,.0057999999,0,0,0,1,54.695999,54.695999,16.254,51.254002,.53329998,.4522,.0156,.0057999999,416.66669
507,3,35.265999,.0014,0,0,1,0,28.854,28.854,35.265999,64.265999,.0678,.078900002,.0014,.0029,1249.9998
508,4,127.046,.0209,0,0,0,1,56.074001,56.074001,92.045998,127.046,.0678,.078900002,.0102,.0209,3750
509,4,101.674,.0057999999,0,0,0,1,260.40601,260.40601,66.674004,101.674,.53329998,.4522,.0156,.0057999999,4583.332
510,4,112.274,.39750001,0,0,0,1,301.806,301.806,77.274002,112.274,.53329998,.4522,.1665,.39750001,5416.6665
511,3,44.085999,.097099997,0,0,1,0,34.874001,34.874001,44.085999,73.085999,.0678,.078900002,.097099997,.1648,2083.3333
512,4,80.073997,.046799999,0,0,0,1,92.045998,92.045998,56.074001,80.073997,.1049,.0451,.023800001,.046799999,3750
513,3,98.473999,.2413,0,0,1,0,384.60599,384.60599,98.473999,133.474,.53329998,.4522,.2413,1.0266,7083.3315
514,4,101.674,.0057999999,0,0,0,1,260.40601,260.40601,66.674004,101.674,.53329998,.4522,.0156,.0057999999,4583.332
515,2,34.874001,.078900002,0,1,0,0,34.874001,34.874001,44.085999,73.085999,.0678,.078900002,.0014,.0029,2083.3333
516,1,97.685997,.0678,1,0,0,0,97.685997,97.685997,97.685997,122.686,.0678,.0052,.14910001,.2421,5416.6665
517,1,44.085999,.0678,1,0,0,0,44.085999,44.085999,44.085999,69.085999,.0678,.050299998,.26010001,.53909999,2083.3333
518,4,48.674,.0057999999,0,0,0,1,53.405998,53.405998,13.674,48.674,.53329998,.4522,.0156,.0057999999,416.66669
519,4,202.606,.0052,0,0,0,1,74.646004,74.646004,177.606,202.606,.25369999,.1498,.053100001,.0052,2916.6665
520,2,144.246,.1498,0,1,0,0,144.246,144.246,144.246,162.746,.25369999,.1498,.0233,.0219,6250.0015
521,4,244.006,2.3013999,0,0,0,1,92.045998,92.045998,219.006,244.006,.25369999,.1498,.68169999,2.3013999,3750
522,2,136.20599,.4522,0,1,0,0,136.20599,136.20599,34.874001,69.874001,.53329998,.4522,.1665,.39750001,2083.3333
523,3,87.874001,.0023000001,0,0,1,0,144.246,144.246,87.874001,111.874,.1049,.0451,.0023000001,.0046000001,6250.0015
524,1,56.074001,.0678,1,0,0,0,56.074001,56.074001,70.886002,99.886002,.0678,.078900002,.16429999,.53909999,3750
525,4,240.586,.53909999,0,0,0,1,167.37399,167.37399,211.586,240.586,.0678,.078900002,.16429999,.53909999,12499.998
526,4,69.874001,.42160001,0,0,0,1,136.20599,136.20599,34.874001,69.874001,.53329998,.0068999999,.0361,.42160001,2083.3333
527,4,101.674,1.0266,0,0,0,1,260.40601,260.40601,66.674004,101.674,.53329998,.4522,.2413,1.0266,4583.332
528,3,87.874001,.1665,0,0,1,0,343.20599,343.20599,87.874001,122.874,.53329998,.4522,.1665,.39750001,6250.0015
529,4,202.606,2.3013999,0,0,0,1,74.646004,74.646004,177.606,202.606,.25369999,.1498,.68169999,2.3013999,2916.6665
530,3,68.769997,.2413,0,0,1,0,233.81799,233.81799,68.769997,103.77,.53329998,.4522,.2413,1.0266,3750
531,4,122.874,1.0266,0,0,0,1,343.20599,343.20599,87.874001,122.874,.53329998,.4522,.0051000002,1.0266,6250.0015
532,4,91.073997,1.0266,0,0,0,1,219.006,219.006,56.074001,91.073997,.53329998,.4522,.2413,1.0266,3750
533,2,87.874001,.0024999999,0,1,0,0,87.874001,87.874001,111.086,140.086,.0678,.0024999999,.049899999,.2421,6250.0015
534,4,80.473999,.0057999999,0,0,0,1,177.606,177.606,45.473999,80.473999,.53329998,.4522,.0156,.0057999999,2916.6665
535,3,70.603996,.1574,0,0,1,0,104.048,104.048,70.603996,94.603996,.1049,.0451,.1574,.46709999,7083.3315
536,4,67.603996,.0057999999,0,0,0,1,151.008,151.008,32.604,67.603996,.53329998,.4522,.0156,.0057999999,2916.6665
537,4,241.64,.1648,0,0,0,1,101.004,101.004,212.64,241.64,.0678,.078900002,.097099997,.1648,10416.666
538,4,60.004002,1.0266,0,0,0,1,115.808,115.808,25.004,60.004002,.53329998,.4522,.2413,1.0266,2083.3333
539,4,77.734001,1.0266,0,0,0,1,386.46399,386.46399,42.734001,77.734001,.53329998,.4522,.2413,1.0266,7083.3315
540,3,47.334,.0361,0,0,1,0,428.064,428.064,47.334,82.334,.53329998,.0068999999,.0361,.42160001,7916.6665
541,4,43.734001,.0046000001,0,0,0,1,72.071999,72.071999,19.733999,43.734001,.1049,.0451,.0023000001,.0046000001,2916.6665
542,4,48.334,.3087,0,0,0,1,88.872002,88.872002,24.334,48.334,.1049,.0078999996,.061299998,.3087,3750
543,3,19.896,.0361,0,0,1,0,305.07199,305.07199,19.896,54.896,.53329998,.0068999999,.0361,.42160001,6250.0015
544,3,19.896,.0361,0,0,1,0,305.07199,305.07199,19.896,54.896,.53329998,.0068999999,.0361,.42160001,6250.0015
545,3,10.296,.061299998,0,0,1,0,54.911999,54.911999,10.296,34.296001,.1049,.0078999996,.061299998,.3087,2916.6665
546,3,10.296,.0361,0,0,1,0,157.87199,157.87199,10.296,45.296001,.53329998,.0068999999,.0361,.42160001,2916.6665
547,3,17.496,.2413,0,0,1,0,268.272,268.272,17.496,52.495998,.53329998,.4522,.2413,1.0266,5416.6665
548,4,40.495998,1.0266,0,0,0,1,84.272003,84.272003,5.4959998,40.495998,.53329998,.4522,.2413,1.0266,1249.9998
549,2,10.534,.078900002,0,1,0,0,10.534,10.534,13.74,42.740002,.0678,.078900002,.16429999,.53909999,1249.9998
550,2,24.334,.0024999999,0,1,0,0,24.334,24.334,31.74,60.740002,.0678,.0024999999,.049899999,.2421,3750
551,1,15.134,.0678,1,0,0,0,15.134,15.134,19.74,48.740002,.0678,.078900002,.16429999,.53909999,2083.3333
552,3,24.334,.0023000001,0,0,1,0,88.872002,88.872002,24.334,48.334,.1049,.0451,.0023000001,.0046000001,3750
553,2,38.133999,.0024999999,0,1,0,0,38.133999,38.133999,49.740002,78.739998,.0678,.0024999999,.049899999,.2421,6250.0015
554,3,24.334,.1574,0,0,1,0,88.872002,88.872002,24.334,48.334,.1049,.0451,.1574,.46709999,3750
555,4,43.734001,.0046000001,0,0,0,1,72.071999,72.071999,19.733999,43.734001,.1049,.0451,.0023000001,.0046000001,2916.6665
556,4,45.296001,.0057999999,0,0,0,1,157.87199,157.87199,10.296,45.296001,.53329998,.4522,.0156,.0057999999,2916.6665
557,3,37.896,.2413,0,0,1,0,581.07202,581.07202,37.896,72.896004,.53329998,.4522,.2413,1.0266,12499.998
558,4,57.296001,.42160001,0,0,0,1,341.87201,341.87201,22.296,57.296001,.53329998,.0068999999,.0361,.42160001,7083.3315
559,4,52.495998,.0057999999,0,0,0,1,268.272,268.272,17.496,52.495998,.53329998,.4522,.0156,.0057999999,5416.6665
560,4,57.296001,.39750001,0,0,0,1,341.87201,341.87201,22.296,57.296001,.53329998,.4522,.1665,.39750001,7083.3315
561,1,17.496,.0678,1,0,0,0,17.496,17.496,78.732002,107.732,.0678,.078900002,.0014,.0029,5416.6665
562,4,47.695999,1.0266,0,0,0,1,194.672,194.672,12.696,47.695999,.53329998,.4522,.0051000002,1.0266,3750
563,3,12.696,.00019999999,0,0,1,0,67.711998,67.711998,12.696,36.695999,.1049,.0451,.00019999999,.0020999999,3750
564,3,12.696,.061299998,0,0,1,0,67.711998,67.711998,12.696,36.695999,.1049,.0078999996,.061299998,.3087,3750
565,3,7.8959999,.0023000001,0,0,1,0,42.112,42.112,7.8959999,31.896,.1049,.0451,.0023000001,.0046000001,2083.3333
566,3,10.296,.2413,0,0,1,0,157.87199,157.87199,10.296,45.296001,.53329998,.4522,.2413,1.0266,2916.6665
567,2,12.696,.078900002,0,1,0,0,12.696,12.696,57.132,86.132004,.0678,.078900002,.16429999,.53909999,3750
568,1,89.531998,.0678,1,0,0,0,89.531998,89.531998,89.531998,114.532,.0678,.050299998,.023,.1648,6250.0015
569,3,46.332001,.14910001,0,0,1,0,46.332001,46.332001,46.332001,71.332001,.0678,.0052,.14910001,.2421,2916.6665
570,3,19.896,.0023000001,0,0,1,0,106.112,106.112,19.896,43.896,.1049,.0451,.0023000001,.0046000001,6250.0015
571,2,22.296,.078900002,0,1,0,0,22.296,22.296,100.332,129.332,.0678,.078900002,.16429999,.53909999,7083.3315
572,4,42.896,1.0266,0,0,0,1,121.072,121.072,7.8959999,42.896,.53329998,.4522,.2413,1.0266,2083.3333
573,4,42.896,.39750001,0,0,0,1,121.072,121.072,7.8959999,42.896,.53329998,.4522,.1665,.39750001,2083.3333
574,3,17.496,.1574,0,0,1,0,93.311996,93.311996,17.496,41.495998,.1049,.0451,.1574,.46709999,5416.6665
575,3,10.296,.0023000001,0,0,1,0,54.911999,54.911999,10.296,34.296001,.1049,.0451,.0023000001,.0046000001,2916.6665
576,3,15.096,.061299998,0,0,1,0,80.512001,80.512001,15.096,39.096001,.1049,.0078999996,.061299998,.3087,4583.332
577,3,12.696,.0023000001,0,0,1,0,67.711998,67.711998,12.696,36.695999,.1049,.0451,.0023000001,.0046000001,3750
578,4,34.296001,.3087,0,0,0,1,54.911999,54.911999,10.296,34.296001,.1049,.0078999996,.061299998,.3087,2916.6665
579,3,27.096001,.0156,0,0,1,0,415.47198,415.47198,27.096001,62.096001,.53329998,.4522,.0156,.0057999999,8750.001
580,4,45.534,.42160001,0,0,0,1,95.264,95.264,10.534,45.534,.53329998,.0068999999,.0361,.42160001,1249.9998
581,1,37.896,.0678,1,0,0,0,37.896,37.896,170.532,199.532,.0678,.078900002,.0014,.0029,12499.998
582,4,42.896,.42160001,0,0,0,1,121.072,121.072,7.8959999,42.896,.53329998,.0068999999,.0361,.42160001,2083.3333
583,4,34.296001,.0046000001,0,0,0,1,54.911999,54.911999,10.296,34.296001,.1049,.0451,.0023000001,.0046000001,2916.6665
584,4,52.495998,.42160001,0,0,0,1,268.272,268.272,17.496,52.495998,.53329998,.0068999999,.0361,.42160001,5416.6665
585,3,10.296,.0051000002,0,0,1,0,157.87199,157.87199,10.296,45.296001,.53329998,.4522,.0051000002,1.0266,2916.6665
586,3,10.296,.0156,0,0,1,0,157.87199,157.87199,10.296,45.296001,.53329998,.4522,.0156,.0057999999,2916.6665
587,3,15.096,.1574,0,0,1,0,80.512001,80.512001,15.096,39.096001,.1049,.0451,.1574,.46709999,4583.332
588,1,10.296,.0678,1,0,0,0,10.296,10.296,46.332001,75.332001,.0678,.078900002,.16429999,.53909999,2916.6665
589,4,330.07199,.0052,0,0,0,1,106.112,106.112,305.07199,330.07199,.25369999,.1498,.053100001,.0052,6250.0015
590,4,45.296001,.39750001,0,0,0,1,157.87199,157.87199,10.296,45.296001,.53329998,.4522,.1665,.39750001,2916.6665
591,3,106.112,.0143,0,0,1,0,89.531998,89.531998,106.112,135.612,.0678,.050299998,.0143,.028899999,6250.0015
592,3,10.296,.0023000001,0,0,1,0,54.911999,54.911999,10.296,34.296001,.1049,.0451,.0023000001,.0046000001,2916.6665
593,3,15.096,.0156,0,0,1,0,231.472,231.472,15.096,50.096001,.53329998,.4522,.0156,.0057999999,4583.332
594,3,17.496,.0361,0,0,1,0,268.272,268.272,17.496,52.495998,.53329998,.0068999999,.0361,.42160001,5416.6665
595,4,53.495998,.0046000001,0,0,0,1,157.312,157.312,29.496,53.495998,.1049,.0451,.0023000001,.0046000001,9583.3359
596,4,42.896,.42160001,0,0,0,1,121.072,121.072,7.8959999,42.896,.53329998,.0068999999,.0361,.42160001,2083.3333
597,4,50.096001,.42160001,0,0,0,1,231.472,231.472,15.096,50.096001,.53329998,.0068999999,.0361,.42160001,4583.332
598,3,22.296,.0361,0,0,1,0,341.87201,341.87201,22.296,57.296001,.53329998,.0068999999,.0361,.42160001,7083.3315
599,3,15.096,.1574,0,0,1,0,80.512001,80.512001,15.096,39.096001,.1049,.0451,.1574,.46709999,4583.332
600,4,73.134003,1.0266,0,0,0,1,344.86401,344.86401,38.133999,73.134003,.53329998,.4522,.2413,1.0266,6250.0015
601,4,59.334,.0057999999,0,0,0,1,220.064,220.064,24.334,59.334,.53329998,.4522,.0156,.0057999999,3750
602,4,57.534,.3087,0,0,0,1,122.472,122.472,33.534,57.534,.1049,.0078999996,.061299998,.3087,5416.6665
603,4,43.734001,.0046000001,0,0,0,1,72.071999,72.071999,19.733999,43.734001,.1049,.0451,.0023000001,.0046000001,2916.6665
604,1,5.934,.0678,1,0,0,0,5.934,5.934,7.7399998,36.740002,.0678,.078900002,.0014,.0029,416.66669
605,4,50.133999,.0057999999,0,0,0,1,136.864,136.864,15.134,50.133999,.53329998,.4522,.0156,.0057999999,2083.3333
606,4,50.133999,.0057999999,0,0,0,1,136.864,136.864,15.134,50.133999,.53329998,.4522,.0156,.0057999999,2083.3333
607,3,15.134,.2413,0,0,1,0,136.864,136.864,15.134,50.133999,.53329998,.4522,.2413,1.0266,2083.3333
608,4,45.534,.42160001,0,0,0,1,95.264,95.264,10.534,45.534,.53329998,.0068999999,.0361,.42160001,1249.9998
609,3,61.133999,.061299998,0,0,1,0,223.272,223.272,61.133999,85.134003,.1049,.0078999996,.061299998,.3087,10416.666
610,3,42.734001,.0361,0,0,1,0,386.46399,386.46399,42.734001,77.734001,.53329998,.0068999999,.0361,.42160001,7083.3315
611,4,68.533997,1.0266,0,0,0,1,303.26401,303.26401,33.534,68.533997,.53329998,.4522,.2413,1.0266,5416.6665
612,1,24.334,.0678,1,0,0,0,24.334,24.334,31.74,60.740002,.0678,.078900002,.16429999,.53909999,3750
613,4,43.734001,.3087,0,0,0,1,72.071999,72.071999,19.733999,43.734001,.1049,.0078999996,.061299998,.3087,2916.6665
614,3,72.634003,.061299998,0,0,1,0,265.272,265.272,72.634003,96.634003,.1049,.0078999996,.061299998,.3087,12499.998
615,3,19.733999,.2413,0,0,1,0,178.464,178.464,19.733999,54.734001,.53329998,.4522,.2413,1.0266,2916.6665
616,4,34.296001,.46709999,0,0,0,1,54.911999,54.911999,10.296,34.296001,.1049,.0451,.1574,.46709999,2916.6665
617,2,22.296,.078900002,0,1,0,0,22.296,22.296,100.332,129.332,.0678,.078900002,.16429999,.53909999,7083.3315
618,3,37.896,.2413,0,0,1,0,581.07202,581.07202,37.896,72.896004,.53329998,.4522,.2413,1.0266,12499.998
619,3,12.696,.1574,0,0,1,0,67.711998,67.711998,12.696,36.695999,.1049,.0451,.1574,.46709999,3750
620,3,17.496,.023800001,0,0,1,0,93.311996,93.311996,17.496,41.495998,.1049,.0451,.023800001,.046799999,5416.6665
621,1,93.311996,.25369999,1,0,0,0,93.311996,93.311996,93.311996,111.812,.25369999,.1498,.0233,.0219,5416.6665
622,4,59.334,.0057999999,0,0,0,1,220.064,220.064,24.334,59.334,.53329998,.4522,.0156,.0057999999,3750
623,4,54.734001,1.0266,0,0,0,1,178.464,178.464,19.733999,54.734001,.53329998,.4522,.2413,1.0266,2916.6665
624,3,72.634003,.1574,0,0,1,0,265.272,265.272,72.634003,96.634003,.1049,.0451,.1574,.46709999,12499.998
625,2,56.534,.078900002,0,1,0,0,56.534,56.534,73.739998,102.74,.0678,.078900002,.16429999,.53909999,9583.3359
626,4,57.534,.046799999,0,0,0,1,122.472,122.472,33.534,57.534,.1049,.0451,.023800001,.046799999,5416.6665
627,1,15.134,.0678,1,0,0,0,15.134,15.134,19.74,48.740002,.0678,.078900002,.16429999,.53909999,2083.3333
628,3,28.934,.0361,0,0,1,0,261.664,261.664,28.934,63.933998,.53329998,.0068999999,.0361,.42160001,4583.332
629,1,42.734001,.0678,1,0,0,0,42.734001,42.734001,55.740002,84.739998,.0678,.078900002,.16429999,.53909999,7083.3315
630,3,51.933998,.0023000001,0,0,1,0,189.672,189.672,51.933998,75.933998,.1049,.0451,.0023000001,.0046000001,8750.001
631,3,38.133999,.2413,0,0,1,0,344.86401,344.86401,38.133999,73.134003,.53329998,.4522,.2413,1.0266,6250.0015
632,3,10.296,.0023000001,0,0,1,0,54.911999,54.911999,10.296,34.296001,.1049,.0451,.0023000001,.0046000001,2916.6665
633,3,10.296,.0361,0,0,1,0,157.87199,157.87199,10.296,45.296001,.53329998,.0068999999,.0361,.42160001,2916.6665
634,4,62.096001,.42160001,0,0,0,1,415.47198,415.47198,27.096001,62.096001,.53329998,.0068999999,.0361,.42160001,8750.001
635,3,37.896,.0156,0,0,1,0,581.07202,581.07202,37.896,72.896004,.53329998,.4522,.0156,.0057999999,12499.998
636,4,59.695999,.39750001,0,0,0,1,378.672,378.672,24.695999,59.695999,.53329998,.4522,.1665,.39750001,7916.6665
637,3,106.112,.0108,0,0,1,0,19.896,19.896,106.112,141.112,.0678,.0024999999,.0108,.2377,6250.0015
638,4,36.695999,.046799999,0,0,0,1,67.711998,67.711998,12.696,36.695999,.1049,.0451,.023800001,.046799999,3750
639,2,17.496,.0024999999,0,1,0,0,17.496,17.496,78.732002,107.732,.0678,.0024999999,.049899999,.2421,5416.6665
640,3,29.496,.2413,0,0,1,0,452.272,452.272,29.496,64.496002,.53329998,.4522,.2413,1.0266,9583.3359
641,4,41.495998,.3087,0,0,0,1,93.311996,93.311996,17.496,41.495998,.1049,.0078999996,.061299998,.3087,5416.6665
642,2,12.696,.078900002,0,1,0,0,12.696,12.696,57.132,86.132004,.0678,.078900002,.16429999,.53909999,3750
643,3,37.896,.0023000001,0,0,1,0,202.112,202.112,37.896,61.896,.1049,.0451,.0023000001,.0046000001,12499.998
644,4,66.896004,1.0266,0,0,0,1,489.07199,489.07199,31.896,66.896004,.53329998,.4522,.2413,1.0266,10416.666
645,3,10.296,.061299998,0,0,1,0,54.911999,54.911999,10.296,34.296001,.1049,.0078999996,.061299998,.3087,2916.6665
646,2,5.4959998,.0024999999,0,1,0,0,5.4959998,5.4959998,24.732,53.731998,.0678,.0024999999,.049899999,.2421,1249.9998
647,4,89.912003,1.0905,0,0,0,1,10.296,10.296,54.911999,89.912003,.0678,.078900002,.089699998,1.0905,2916.6665
648,3,67.711998,.0102,0,0,1,0,12.696,12.696,67.711998,102.712,.0678,.078900002,.0102,.0209,3750
649,4,50.096001,.42160001,0,0,0,1,231.472,231.472,15.096,50.096001,.53329998,.0068999999,.0361,.42160001,4583.332
650,1,10.296,.0678,1,0,0,0,10.296,10.296,46.332001,75.332001,.0678,.078900002,.16429999,.53909999,2916.6665
651,3,7.8959999,.1574,0,0,1,0,42.112,42.112,7.8959999,31.896,.1049,.0451,.1574,.46709999,2083.3333
652,4,50.096001,.39750001,0,0,0,1,231.472,231.472,15.096,50.096001,.53329998,.4522,.1665,.39750001,4583.332
653,4,42.896,.42160001,0,0,0,1,121.072,121.072,7.8959999,42.896,.53329998,.0068999999,.0361,.42160001,2083.3333
654,3,15.096,.0156,0,0,1,0,231.472,231.472,15.096,50.096001,.53329998,.4522,.0156,.0057999999,4583.332
655,2,10.296,.078900002,0,1,0,0,10.296,10.296,46.332001,75.332001,.0678,.078900002,.16429999,.53909999,2916.6665
656,1,5.4959998,.0678,1,0,0,0,5.4959998,5.4959998,24.732,53.731998,.0678,.078900002,.16429999,.53909999,1249.9998
657,3,37.896,.023800001,0,0,1,0,202.112,202.112,37.896,61.896,.1049,.0451,.023800001,.046799999,12499.998
