sex,age,educyr98,farm,urban98,hhsize,lhhexp1,lhhex12m,lnrlfood
1,31,8,farm,Rural,5,9.1331863,2.5649493,8.8260307
2,35,9,non farm,Rural,3,9.2948494,5.3375382,8.5167704
2,38,10,farm,Rural,7,9.3189087,4.1431346,8.8260355
1,32,7,farm,Rural,4,8.300456,,8.0337505
1,31,9,farm,Rural,3,8.7698364,6.1202974,8.2536993
1,65,8,farm,Rural,3,8.5727568,6.3935909,8.1896696
2,67,3,non farm,Rural,4,8.2027168,,7.7458577
1,35,9,farm,Rural,4,8.8180361,6.9226437,8.215456
1,31,9,farm,Rural,4,8.0743523,5.5606818,7.8233562
1,37,14,farm,Rural,5,9.0565872,7.5469742,8.5183487
1,38,10,farm,Rural,5,8.7201385,6.3153582,7.9661031
1,69,9,non farm,Rural,3,9.161293,4.5108595,8.2458792
2,42,14,farm,Rural,2,7.919775,2.3978953,7.2767205
1,33,9,farm,Rural,4,8.8806343,5.6094718,8.5842152
1,36,3,farm,Rural,6,8.9866438,6.6592941,8.4576054
1,35,14,farm,Rural,4,8.7759838,8.3721676,8.1287584
1,32,13,farm,Rural,4,9.1886969,,9.0095301
2,48,12,farm,Rural,5,8.7472248,7.6202149,8.1669474
1,45,9,farm,Rural,5,9.7089376,0,9.0367937
1,37,12,farm,Rural,5,8.8941298,7.1869011,8.1520166
1,67,4,farm,Rural,2,7.8820066,5.31812,7.2966914
2,83,0,farm,Rural,1,7.9237614,6.9469762,7.3407412
1,28,12,farm,Rural,4,8.4322329,6.4769726,8.047843
1,44,13,farm,Rural,7,8.9017506,6.4567695,8.4473982
1,40,13,farm,Rural,6,9.1234426,5.9661469,8.5870552
1,57,9,farm,Rural,3,8.6890917,2.4849067,8.4054174
1,70,8,farm,Rural,3,8.753705,5.5606818,8.3706961
1,41,9,farm,Rural,6,9.2805271,5.0238805,8.9300814
2,68,4,farm,Rural,4,8.5131321,5.6524892,7.8474283
1,28,12,farm,Rural,4,8.9373312,5.2729998,8.5649538
1,34,13,farm,Rural,4,8.5830851,5.9661469,8.2580528
2,65,5,farm,Rural,1,7.5505948,5.9661469,6.763063
1,36,11,farm,Rural,6,8.5395479,5.5606818,8.1827269
2,65,3,farm,Rural,1,7.2672744,,6.8279514
1,59,5,farm,Rural,3,8.501833,2.4849067,7.9719262
1,32,10,farm,Rural,5,8.6097212,6.5722823,8.1329107
1,25,11,farm,Rural,5,8.7936974,6.6592941,8.0857944
1,75,0,farm,Rural,2,7.7915111,6.8134446,7.2518706
2,71,3,farm,Rural,6,8.9452229,5.9661469,8.6512737
1,40,9,farm,Rural,6,9.2328739,6.3099184,8.8494673
1,67,5,farm,Rural,2,8.463891,7.1396604,8.1543045
1,76,3,farm,Rural,7,9.3048706,8.1892443,8.6096687
1,49,9,farm,Rural,6,9.2503376,6.2728772,8.8744955
1,70,5,farm,Rural,6,9.4043245,6.401917,8.9712687
2,58,0,farm,Rural,2,8.6214762,5.7838254,8.3351564
2,76,4,farm,Rural,5,9.1350222,7.2654295,8.7087202
1,61,6,farm,Rural,7,9.5870724,6.6253924,9.0238647
1,43,17,non farm,Rural,4,9.0598097,,8.7522354
1,47,9,farm,Rural,4,8.9501915,,8.4671297
1,51,7,farm,Rural,6,9.0728121,7.8879595,8.6662006
1,37,10,farm,Rural,5,9.1683254,5.9661469,8.7552938
2,45,14,farm,Rural,3,9.0202122,5.9661469,8.549448
1,39,12,farm,Rural,4,9.0233965,6.9957662,8.4721842
1,56,14,farm,Rural,5,9.4980106,2.3025851,8.7850742
2,53,13,farm,Rural,3,8.4250078,7.4091363,8.0639791
1,36,10,farm,Rural,4,9.7150269,8.1110277,9.1416588
1,66,2,farm,Rural,6,9.3513098,8.774931,8.8732262
1,36,0,farm,Rural,5,9.105238,8.4534006,8.6528788
1,32,10,farm,Rural,4,8.7582645,4.3944492,8.3832445
1,37,9,farm,Rural,4,8.8607311,2.8903718,8.4670792
1,47,10,farm,Rural,6,9.4791985,6.1003189,8.869916
1,32,10,farm,Rural,4,8.7820435,5.9864521,8.4730082
1,40,9,farm,Rural,5,9.1621714,3.8286414,8.7804804
2,56,9,farm,Rural,4,8.1556349,7.1252832,7.516603
1,38,10,farm,Rural,6,8.7996635,6.4167323,8.2635012
1,34,10,farm,Rural,5,8.8346958,5.9788857,8.4465885
1,75,4,farm,Rural,5,9.1841993,7.5953875,8.6481314
1,66,3,non farm,Rural,6,9.0831614,6.1633148,8.1208324
1,36,12,non farm,Rural,4,9.4547768,7.3225102,8.6142645
1,47,15,non farm,Rural,4,9.1404696,2.3025851,8.6652431
1,65,2,farm,Rural,3,8.5332584,5.9322453,8.1151381
1,45,10,farm,Rural,4,9.4520369,8.1297646,8.8802843
1,46,10,farm,Rural,8,9.7583981,6.6039438,9.0411816
1,30,8,farm,Rural,4,8.9863129,6.8416157,8.5259676
2,71,0,farm,Rural,3,8.0983019,4.8675346,7.6389866
2,48,2,farm,Rural,2,8.4173231,5.0498562,7.9826865
1,32,8,farm,Rural,5,8.8258886,6.3716121,8.5677099
1,43,9,farm,Rural,6,9.6349516,5.5606818,8.8643541
2,45,5,farm,Rural,5,8.5781965,5.5606818,8.1427937
1,31,8,farm,Rural,4,9.3262987,6.4614682,8.6915569
2,28,9,farm,Rural,4,8.6185884,5.8348107,8.1041832
1,30,10,farm,Rural,5,8.8582306,7.4324837,8.5854692
1,51,9,farm,Rural,4,9.0375147,,8.5935059
2,35,12,farm,Rural,3,8.3611231,6.1758671,7.9290032
2,39,13,farm,Rural,5,9.0871086,5.3375382,8.5484705
2,44,4,farm,Rural,1,8.5582876,7.3098817,7.6882234
1,27,9,farm,Rural,4,8.8926916,5.9661469,8.5801344
1,27,9,farm,Rural,4,8.8272991,5.2729998,8.556426
2,48,15,farm,Rural,4,9.1515312,7.0121155,8.6100683
1,46,9,farm,Rural,6,9.3666325,6.4769726,8.6479063
1,31,4,farm,Rural,4,8.48069,3.6635616,8.0548315
1,77,5,farm,Rural,2,7.9909196,5.5606818,7.7422938
2,67,4,farm,Rural,4,9.0580282,6.4769726,8.7328272
1,50,9,farm,Rural,6,9.2977982,8.0864105,8.8591719
2,40,7,farm,Rural,2,8.2098656,3.2580965,7.7873788
2,48,5,farm,Rural,2,8.0384483,5.7838254,7.7394338
1,65,9,farm,Rural,4,8.961237,,8.3716221
1,37,9,farm,Rural,5,9.0931902,5.655992,8.5566807
1,76,14,farm,Rural,2,8.4390144,5.9661469,8.1057281
1,71,15,farm,Rural,2,8.7047043,6.6592941,8.2974949
1,41,11,non farm,Rural,5,9.5019741,7.6192336,8.7058163
1,49,15,farm,Rural,3,8.9159813,6.1944056,8.3984709
1,51,7,farm,Rural,6,9.7216282,6.2709885,9.1592722
1,63,5,farm,Rural,2,8.4714575,6.253829,8.0796824
1,47,11,farm,Rural,4,9.0498972,6.1202974,8.6741791
1,68,3,farm,Rural,5,8.6684875,6.5722823,8.1671906
2,66,3,farm,Rural,5,9.1099606,5.7838254,8.4977922
1,63,9,farm,Rural,2,8.4980536,7.8632669,8.0568085
1,38,13,farm,Rural,5,9.1942358,6.6592941,8.6790667
1,32,11,farm,Rural,4,9.127203,4.1743875,8.7453775
1,61,9,farm,Rural,2,8.6516991,,8.3014698
2,80,0,farm,Rural,1,7.557857,5.2729998,7.3453722
2,49,5,farm,Rural,1,7.0304589,4.8675346,6.6347871
2,67,5,farm,Rural,2,8.4443607,5.5606818,7.8155456
1,63,3,farm,Rural,3,8.4153881,,8.1165047
2,40,9,farm,Rural,2,8.5189848,5.2729998,8.1420126
2,35,16,farm,Rural,3,8.7363911,,8.2875051
1,31,12,farm,Rural,3,8.6593485,5.9322453,8.3272848
1,71,14,farm,Rural,2,8.8456831,8.2068567,8.0193615
1,41,9,farm,Rural,5,9.029355,5.9322453,8.6048145
1,39,15,farm,Rural,6,9.2065201,7.4702239,8.6896667
1,33,9,farm,Rural,4,8.7744675,7.0647593,8.3415499
2,64,0,farm,Rural,1,7.4929819,6.9469762,6.9345007
1,55,11,non farm,Rural,5,9.0542736,8.1670685,8.5255442
1,47,15,farm,Rural,6,10.072542,6.4457197,8.9325151
1,34,9,farm,Rural,4,8.7888012,4.1743875,8.4954205
1,76,9,farm,Rural,2,8.6123161,4.5108595,7.9833097
1,30,12,farm,Rural,4,9.0180693,7.0422864,8.5344076
2,30,12,farm,Rural,2,8.2990894,,7.8381228
1,63,14,farm,Rural,8,9.4392452,,9.0615139
1,60,10,farm,Rural,2,8.5786524,6.3935909,8.0464268
1,35,9,farm,Rural,4,8.7111158,4.1743875,8.4252977
1,80,0,farm,Rural,2,8.0708303,5.9661469,7.6751733
1,36,12,farm,Rural,5,9.2602367,4.8675346,8.7994404
1,44,12,farm,Rural,8,9.4600897,5.2729998,9.0115805
1,39,6,farm,Rural,5,8.5829477,3.6635616,8.3125629
2,58,3,farm,Rural,5,8.7545099,6.3716121,8.178401
1,49,5,farm,Rural,3,8.7434187,,8.4795771
1,34,7,non farm,Rural,4,9.2052841,5.9661469,8.7994452
2,65,0,farm,Rural,2,8.6501637,6.6592941,7.7647567
1,30,9,farm,Rural,4,8.7216434,4.6539602,8.34237
1,30,10,non farm,Rural,5,8.5287733,5.5606818,8.0749922
1,73,5,farm,Rural,8,9.6084738,5.5606818,9.1831579
1,49,16,farm,Rural,5,9.1914244,4.1743875,8.8499622
2,72,0,non farm,Rural,5,9.4107323,7.5390272,8.7733183
1,28,4,non farm,Rural,6,9.6434841,9.3920784,9.1737604
1,40,9,farm,Rural,5,8.9669571,,8.6154194
1,36,14,farm,Rural,6,9.5873394,8.9833145,9.0534
1,60,15,non farm,Rural,5,9.4611511,7.3524413,8.6396933
1,40,16,farm,Rural,6,9.0802555,7.2562971,8.7358236
2,58,1,farm,Rural,6,8.9847965,8.7449656,8.5299749
1,43,13,farm,Rural,7,9.1554956,5.2417469,8.8260517
1,39,10,farm,Rural,4,9.0758457,5.7838254,8.7604275
1,35,12,farm,Rural,5,9.2854958,8.0455885,8.9038525
1,31,5,non farm,Rural,4,9.1004267,6.302619,8.6493311
1,69,8,non farm,Rural,5,9.57722,3.2580965,9.1863737
1,30,13,farm,Rural,4,8.7210932,6.8134446,8.3675194
1,50,9,farm,Rural,6,9.0528536,7.3932629,8.6602716
1,28,1,farm,Rural,3,8.5801182,7.2470808,8.2954626
2,53,15,non farm,Rural,3,9.9304199,8.070281,8.6824884
2,48,5,farm,Rural,3,8.9155102,4.8675346,8.5548878
1,48,9,farm,Rural,5,9.0730486,6.4150968,8.6091442
1,38,11,farm,Rural,5,9.0022182,6.8134446,8.6940031
2,39,9,farm,Rural,5,9.2109375,6.0306854,8.7672148
2,47,5,farm,Rural,5,9.0831213,7.7182407,8.6852684
1,31,10,farm,Rural,4,8.591053,4.5108595,8.3180475
1,65,15,farm,Rural,2,9.1467218,,8.5757561
1,58,8,farm,Rural,2,10.132594,,8.5796251
1,53,5,non farm,Rural,5,9.9349174,4.4067192,9.2357597
1,38,10,non farm,Rural,4,9.2057076,7.5806999,8.7237215
1,43,13,non farm,Rural,6,10.616071,3.4011974,9.8473463
2,58,15,farm,Rural,2,8.9948587,,8.6119251
1,65,9,non farm,Rural,5,9.2339773,7.2723985,8.8013763
1,34,12,non farm,Rural,7,9.3975248,7.6083746,8.9714746
2,53,0,non farm,Rural,6,9.4469337,,8.974699
1,38,10,farm,Rural,6,9.4930935,2.9957323,9.138093
1,38,12,non farm,Rural,5,9.3888845,7.4253578,8.8351316
1,68,13,farm,Rural,2,8.6378803,6.8416157,8.3409767
1,34,9,non farm,Rural,4,9.4440212,6.9275579,8.7694988
1,73,14,farm,Rural,2,9.0726767,8.9921846,8.4288654
1,35,16,non farm,Rural,4,10.08898,5.8435445,9.08955
1,40,14,farm,Rural,4,9.2108755,2.3025851,8.6461554
2,38,14,non farm,Rural,5,9.5479717,7.0317411,8.972888
2,52,13,farm,Rural,3,8.2730646,6.0844994,7.9560046
2,55,8,farm,Rural,4,9.4719896,7.9373746,8.9576101
2,61,5,farm,Rural,5,9.22083,6.1355648,8.7821388
2,30,9,farm,Rural,4,8.8870354,7.7319307,8.4097414
2,44,14,farm,Rural,4,9.9958591,2.9957323,9.0919113
2,51,7,farm,Rural,9,9.9438543,4.4998097,8.9762316
2,62,5,farm,Rural,4,9.1651115,7.1754899,8.8385544
1,68,15,farm,Rural,2,9.100049,,8.5901947
1,44,9,farm,Rural,5,9.1183233,5.7104268,8.6430807
1,35,9,farm,Rural,4,9.4538574,5.9914646,8.6501074
1,30,16,non farm,Rural,3,8.8242922,4.356709,8.4626789
1,65,6,farm,Rural,2,8.7016258,6.9469762,8.2095814
2,32,9,farm,Rural,5,8.9674892,6.5998707,8.6799202
2,39,9,non farm,Rural,4,8.8988419,4.9416423,8.3613644
1,40,11,farm,Rural,4,9.0713835,2.9957323,8.6705742
1,44,9,farm,Rural,6,9.6839638,5.6903596,9.1010542
1,64,5,farm,Rural,4,9.0156174,7.3562799,8.2691574
2,29,5,farm,Rural,3,9.2151365,7.8823147,8.491621
1,68,5,farm,Rural,4,8.9957523,7.5755849,8.5012074
2,50,9,farm,Rural,4,9.5566006,2.7080503,8.9877071
1,67,5,farm,Rural,4,8.8710299,7.6829433,8.5585566
1,58,4,farm,Rural,7,9.2854948,8.2519245,8.6815586
1,38,10,non farm,Rural,6,9.9741583,7.7997532,9.1868248
1,38,10,farm,Rural,6,9.576643,8.0864105,9.0960836
2,39,2,non farm,Rural,1,7.5245442,5.9661469,6.9705176
1,55,15,non farm,Rural,4,9.641263,6.280396,8.8463345
1,40,13,non farm,Rural,6,9.9037266,4.4308167,9.0841932
1,63,9,farm,Rural,4,9.6354103,,9.2237101
1,33,14,non farm,Rural,4,9.3114157,5.9107966,8.855381
2,74,3,farm,Rural,2,9.2005081,2.7080503,8.447567
2,58,9,farm,Rural,4,9.7227898,4.3820267,8.8902864
1,41,5,farm,Rural,7,9.2094355,3.6635616,8.9024172
1,62,7,farm,Rural,4,9.1431856,7.0647593,8.6824303
1,38,4,farm,Rural,7,8.7393494,6.6253924,8.3256664
2,75,0,farm,Rural,2,8.2065887,6.3716121,7.6893649
1,50,7,farm,Rural,6,9.4068022,5.4553213,8.7176437
1,48,5,farm,Rural,8,9.3193846,6.7238326,8.6726398
1,42,3,farm,Rural,7,8.9692011,5.1298985,8.6168337
1,42,7,farm,Rural,8,9.1096764,6.0614572,8.7907782
2,45,5,farm,Rural,4,9.0692186,4.8675346,8.7660847
1,43,7,farm,Rural,9,9.1670027,6.5352411,8.7161865
1,31,9,non farm,Rural,6,9.0148163,6.1484685,8.6585865
2,63,3,farm,Rural,2,7.9634595,4.8675346,7.6104355
2,71,2,farm,Rural,8,9.1306849,6.49224,8.7282457
1,40,0,farm,Rural,7,8.8272943,7.2562971,8.3895388
1,37,9,non farm,Rural,10,9.7572718,8.2852612,9.157589
1,43,3,farm,Rural,8,9.0136747,5.2729998,8.5815706
1,44,8,farm,Rural,5,9.3177299,7.4354382,8.4979334
1,33,5,farm,Rural,7,8.7528143,4.3174882,8.3681841
1,56,5,farm,Rural,6,9.0087566,5.6094718,8.4058228
1,57,2,farm,Rural,7,9.0245066,4.5108595,8.5671015
1,49,7,farm,Rural,9,9.2334127,8.3857164,8.6339779
2,59,4,farm,Rural,1,8.401495,3.2580965,7.4395576
1,60,8,farm,Rural,4,8.7621584,6.1484685,8.444478
1,50,5,farm,Rural,4,8.740674,6.253829,8.431694
1,71,4,farm,Rural,11,9.5821276,6.568078,9.2035179
1,33,2,non farm,Rural,3,9.4490261,7.3098817,8.6714668
1,44,8,farm,Rural,8,9.5287991,6.7238326,9.1366692
1,41,6,farm,Rural,9,9.1349773,7.8172226,8.6882305
2,66,3,farm,Rural,7,9.3922806,9.060215,8.5512018
1,42,10,farm,Rural,8,9.6082878,8.0755825,8.9269018
1,44,9,farm,Rural,7,8.8068104,4.6443911,8.4026947
1,38,13,farm,Rural,7,10.207216,3.6635616,9.3316126
1,43,9,farm,Rural,5,8.0644894,7.7935867,7.8131347
1,29,9,farm,Rural,5,8.3007374,8.6305218,7.9065142
1,44,9,farm,Rural,5,9.4100389,9.0926819,8.8636751
1,45,16,farm,Rural,7,9.3206873,4.0943446,9.0542936
1,34,11,farm,Rural,5,9.12887,6.2025356,8.3126354
1,37,5,farm,Rural,8,9.0116539,3.6635616,8.7362127
1,35,11,farm,Rural,7,10.923889,8.6146832,10.099569
1,30,5,farm,Rural,5,9.0046806,5.5606818,8.7017336
1,27,9,farm,Rural,5,8.6391573,5.7430034,8.5898895
1,45,9,farm,Rural,7,9.2386436,6.2747622,8.9461679
1,54,3,farm,Rural,3,9.2730894,8.8368101,9.1994686
1,34,5,farm,Rural,5,8.8827982,8.6988478,8.5166712
1,45,5,farm,Rural,4,9.2614803,3.2580965,9.1140518
1,32,11,farm,Rural,4,8.9949408,5.2729998,8.6373692
1,37,6,farm,Rural,7,9.7247229,7.3524413,9.3358011
1,33,11,farm,Rural,4,8.6078005,6.5750756,8.128829
1,34,6,farm,Rural,4,8.0797634,4.5108595,7.8507876
1,29,7,farm,Rural,5,8.5663652,4.7621741,8.2483463
1,40,10,farm,Rural,6,9.6760578,6.253829,8.9145098
1,31,13,farm,Rural,3,8.6429968,6.253829,8.3570662
1,36,9,farm,Rural,6,9.3449783,3.2580965,8.6377773
1,61,5,farm,Rural,3,9.3869858,8.1134262,8.3939676
2,75,3,farm,Rural,2,8.6229906,5.5606818,8.164238
2,66,5,farm,Rural,1,9.8732958,8.974618,7.6738291
2,33,9,farm,Rural,2,8.7129192,6.8638034,7.9195671
1,32,9,non farm,Rural,6,9.3699551,6.8276291,8.8799286
2,48,2,farm,Rural,3,8.9175482,4.8675346,8.198782
1,59,14,farm,Rural,4,9.3408155,5.5909872,8.6077948
1,36,17,farm,Rural,4,8.1528568,6.7546039,7.8404903
1,44,5,farm,Rural,6,9.0333529,5.9661469,8.6820679
1,24,9,farm,Rural,5,8.6135435,7.1701198,8.2758904
1,36,9,farm,Rural,7,9.0942364,4.9628448,8.6094875
1,72,5,farm,Rural,7,8.9252281,3.583519,8.5819769
1,73,0,farm,Rural,2,7.961772,6.4150968,7.5999584
2,56,11,farm,Rural,2,8.7679472,8.287528,7.9507251
1,35,9,farm,Rural,5,8.8880177,6.302619,8.463048
1,81,0,farm,Rural,2,8.1526194,6.4769726,7.7236896
2,49,6,farm,Rural,5,8.5396004,4.1431346,8.1698885
1,31,10,farm,Rural,5,8.3661566,5.1298985,8.0534611
1,38,12,non farm,Rural,5,9.0479145,5.8230457,8.6743422
1,58,13,farm,Rural,4,8.6224804,4.4773369,8.3986807
2,70,0,farm,Rural,1,7.3682799,7.1082439,6.8072848
2,42,10,farm,Rural,6,8.629427,5.0498562,8.3055
2,38,9,farm,Rural,5,8.3183632,5.3375382,7.9055262
2,55,5,farm,Rural,5,8.5836229,7.3349819,8.0741825
2,72,9,farm,Rural,3,8.1978951,4.9628448,7.9589171
1,34,13,farm,Rural,7,9.6383781,5.2933049,9.0663023
1,35,13,farm,Rural,4,8.3593206,6.0520892,7.0261173
2,23,9,farm,Rural,2,8.3586073,,7.8093123
1,52,3,farm,Rural,6,8.9691715,3.9512436,8.4179964
1,50,14,farm,Rural,5,8.492197,4.356709,8.0551138
1,58,15,farm,Rural,2,8.2598848,6.4676986,7.8386626
1,56,16,farm,Rural,7,9.9040251,6.6424866,9.4835739
1,41,8,farm,Rural,5,8.1732082,,7.8112783
1,73,5,farm,Rural,2,8.0374384,4.0943446,7.6790962
1,29,9,farm,Rural,5,8.3929749,5.9661469,8.0893106
2,40,9,farm,Rural,5,8.7240086,5.267858,8.2307329
1,37,8,farm,Rural,5,8.3985195,,8.1235256
2,39,7,farm,Rural,2,7.8989263,6.1202974,7.1715102
1,33,12,farm,Rural,4,8.5834389,5.3375382,8.3544102
1,29,8,farm,Rural,5,8.4778204,3.2580965,8.1499281
1,32,12,farm,Rural,5,8.5414448,5.2040067,8.3311071
1,35,13,farm,Rural,6,8.862258,4.1743875,8.3787231
1,26,9,non farm,Rural,4,8.379014,6.43294,7.8548517
1,57,5,farm,Rural,6,9.122056,4.5108595,8.8261881
1,55,10,farm,Rural,7,9.1160612,5.7004437,8.4953938
1,32,8,farm,Rural,6,8.8183947,4.6443911,8.5250349
1,74,5,farm,Rural,1,7.1024857,7.1701198,6.4894962
1,70,3,farm,Rural,6,8.9515133,6.7238326,8.3977509
1,62,15,farm,Rural,4,8.9182262,6.6920838,8.5672369
1,26,9,non farm,Rural,5,8.8700228,8.0030289,8.3053522
2,57,10,non farm,Rural,2,8.1638031,4.6634393,7.5945535
1,35,10,non farm,Rural,7,9.5817928,7.5331588,8.7013817
1,40,12,farm,Rural,6,8.6838741,7.8732171,8.1911325
1,35,12,farm,Rural,4,8.498353,3.9512436,8.2852554
1,78,5,farm,Rural,4,8.9605713,7.7906961,8.1886616
1,48,10,farm,Rural,5,8.8139105,6.1484685,8.4346638
2,41,9,farm,Rural,4,8.4292278,4.6443911,7.9983077
1,38,12,farm,Rural,5,9.2327518,5.4553213,8.3914347
1,55,6,farm,Rural,7,9.816473,8.6146832,8.9417849
1,48,11,farm,Rural,3,8.3343239,5.9661469,8.1088734
1,38,5,farm,Rural,6,8.583128,5.5606818,8.0813551
1,57,9,farm,Rural,2,9.0048265,5.5529594,8.4345856
1,60,7,farm,Rural,4,8.6506758,5.0106354,8.298872
1,33,12,farm,Rural,5,8.7067051,6.2344108,8.3726377
1,34,10,farm,Rural,3,9.0372667,7.0867381,8.6250944
1,30,9,farm,Rural,3,7.84759,4.8675346,7.6720691
1,35,10,farm,Rural,5,7.9652467,4.1743875,7.4256196
1,33,9,farm,Rural,7,9.0128841,3.9512436,8.5357847
2,44,9,farm,Rural,3,8.9090652,6.7546039,8.1875448
1,39,9,farm,Rural,6,9.1265297,7.8823147,8.6156597
1,39,10,farm,Rural,6,8.8629417,5.5606818,8.4355392
1,35,12,non farm,Rural,7,9.2780294,4.6443911,8.889616
1,37,10,non farm,Rural,6,9.4443579,5.7838254,8.9201975
1,40,9,farm,Rural,8,8.6188393,5.7838254,8.196763
1,27,9,farm,Rural,5,8.6514559,5.7620516,8.37708
1,36,14,farm,Rural,8,9.0966415,6.7393365,8.6243572
1,38,9,farm,Rural,6,9.0458393,4.6151204,8.3961821
1,42,10,farm,Rural,7,9.3359947,5.0498562,9.0008907
1,71,5,non farm,Rural,2,8.112565,,7.5381784
1,38,10,non farm,Rural,6,9.3115654,4.1743875,8.8800259
1,38,10,non farm,Rural,5,9.0254993,.69314718,8.8069649
1,62,5,farm,Rural,3,8.7732973,6.8134446,8.070302
1,23,6,farm,Rural,3,8.7413082,6.3935909,7.9454956
1,47,9,farm,Rural,5,9.658596,8.3303814,9.1030016
2,44,9,farm,Rural,3,8.7488136,4.6443911,8.1402931
2,45,9,farm,Rural,3,8.76231,6.253829,7.8421483
1,56,9,farm,Rural,4,9.7220516,6.4769726,9.104003
1,48,9,farm,Rural,4,9.43262,4.8675346,8.614893
1,52,15,farm,Rural,4,9.6682901,4.8675346,9.1127853
1,48,10,farm,Rural,4,9.3679466,3.871201,8.4495773
1,48,15,farm,Rural,3,9.1463118,5.5606818,8.5401106
2,43,9,farm,Rural,7,9.516181,6.253829,8.9893436
1,43,3,farm,Rural,5,9.2498693,3.6888795,8.5481672
1,33,11,farm,Rural,5,8.7082138,6.09131,8.3211451
1,46,12,farm,Rural,4,9.3362722,8.6215534,8.8523216
1,42,8,farm,Rural,7,9.2090855,4.7004805,8.6705122
1,38,9,farm,Rural,4,9.2493486,,8.3672438
1,59,5,farm,Rural,5,9.1267633,6.3969297,8.3732548
2,33,10,farm,Rural,1,8.0254135,4.1743875,7.7336602
1,40,15,farm,Rural,5,9.5587597,8.5251617,8.4730854
1,51,9,farm,Rural,5,9.0690222,5.9322453,8.7117243
1,67,9,farm,Rural,5,9.6489038,7.1884127,9.0996246
2,45,9,farm,Rural,3,9.6268568,8.7176819,8.7329044
1,46,9,farm,Rural,3,9.2673578,5.4553213,8.7431002
1,40,15,non farm,Rural,5,9.6223764,7.4770384,8.786809
2,41,9,farm,Rural,2,8.6650591,5.2364421,8.1748934
1,55,9,farm,Rural,5,8.8058672,5.7838254,8.2806015
1,50,9,farm,Rural,5,9.0995789,3.2580965,8.6099319
1,47,3,farm,Rural,5,9.5277767,5.2729998,9.2476244
1,38,13,non farm,Rural,5,10.146494,4.356709,9.1652002
1,38,14,non farm,Rural,4,10.000487,8.5863457,8.9451303
1,30,14,non farm,Rural,5,8.9317884,,8.5178528
1,50,9,farm,Rural,4,9.2565155,5.1239638,8.7618284
1,46,10,farm,Rural,5,9.1970301,5.5606818,8.5626631
1,52,9,farm,Rural,6,9.6201572,6.9127426,9.1183853
1,46,8,farm,Rural,5,9.1377888,7.3185396,8.4077425
2,33,12,farm,Rural,3,8.8473291,5.0106354,8.2063618
1,33,10,non farm,Rural,4,9.2823982,7.986845,8.7752428
2,45,15,farm,Rural,4,9.891573,9.560997,8.688632
1,45,15,farm,Rural,5,9.4046001,6.9641356,8.7958612
1,53,10,farm,Rural,6,9.427207,6.4769726,8.8774395
2,38,10,non farm,Rural,4,8.9532394,5.3890719,8.5067568
2,41,9,farm,Rural,3,8.9700394,7.0647593,8.4818277
1,46,15,non farm,Rural,5,9.3326006,,8.4050913
1,28,13,farm,Rural,4,8.9093037,5.6058021,8.383872
1,49,15,farm,Rural,4,9.5496063,6.8511848,8.7433462
1,65,3,farm,Rural,4,9.2977037,8.2950487,8.7665033
1,45,9,farm,Rural,5,9.2295685,5.3844953,8.8102922
2,63,9,non farm,Rural,2,9.1419439,4.7004805,8.444438
1,90,3,non farm,Rural,4,9.7039919,7.6053925,8.5826807
1,41,5,non farm,Rural,5,9.4363632,6.2728772,8.8153009
2,60,2,farm,Rural,3,8.493062,3.6635616,8.2358618
1,75,9,farm,Rural,6,8.4250908,7.9120569,8.0178022
1,80,5,farm,Rural,9,9.7786951,10.109078,8.8769503
1,57,15,farm,Rural,5,9.0754051,7.7270947,8.4105759
1,34,9,farm,Rural,6,8.6869078,5.9661469,8.4391623
1,32,10,farm,Rural,3,8.6061115,5.2729998,8.1198034
1,33,4,farm,Rural,4,9.0008936,9.1074209,8.4050045
1,43,6,farm,Rural,7,9.2039585,6.9469762,8.6039963
1,63,15,farm,Rural,5,9.1335726,6.4769726,8.3710384
1,45,9,farm,Rural,4,9.3659325,6.1180973,8.885458
1,28,3,farm,Rural,5,8.9437485,5.7838254,8.6221447
1,32,6,farm,Rural,5,8.538867,5.0498562,8.2633944
1,53,5,farm,Rural,5,8.8459959,5.5606818,8.4182463
1,52,5,farm,Rural,4,8.9073849,5.9661469,8.509861
1,33,8,farm,Rural,7,9.9660273,6.5161929,9.2244654
1,24,12,farm,Rural,3,8.4595766,5.5606818,8.2660599
2,58,4,non farm,Rural,6,9.1837893,4.8675346,8.433876
2,58,5,farm,Rural,4,8.9592533,7.2225661,8.6192675
1,47,9,non farm,Rural,3,9.227026,5.5606818,8.6926813
2,74,1,farm,Rural,5,8.6587477,6.9469762,8.2403688
1,29,3,non farm,Rural,4,8.658391,6.6758232,8.2297478
1,46,9,non farm,Rural,5,9.3686228,,8.7096462
1,55,4,farm,Rural,4,8.591466,5.2729998,8.2375736
1,29,5,farm,Rural,3,9.2639809,8.0455885,8.7457457
1,64,2,farm,Rural,2,8.3501444,6.3243589,7.9599218
1,53,9,non farm,Rural,5,9.3376093,7.3932629,8.6632071
1,63,5,non farm,Rural,7,9.6837339,9.4182482,9.3196363
1,38,9,farm,Rural,6,9.2714233,7.7406645,8.5718956
2,58,3,farm,Rural,1,8.6370907,7.700748,7.8479142
1,33,9,non farm,Rural,4,8.5937347,4.5108595,8.4050598
1,23,2,farm,Rural,3,8.5406036,6.8134446,8.0509768
